#   #http://vizier.u-strasbg.fr/viz-bin/VizieR-3?-source=J/AJ/155/196/table1
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-05-18T09:51:00 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5cdfd5143f99	
#INFO	-out.max=unlimited	
#INFO	queryParameters=24	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-nav=cat:J/AJ/155/196&tab:{J/AJ/155/196/table1}&key:source=J/AJ/155/196/table1&HTTPPRM:&&-ref=VIZ5cdfd5143f99&-out.max=unlimited&-out.form=HTML Table&-order=I&-oc.form=sexa&-out.src=J/AJ/155/196/table1&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-out=EPIC&-out=RAJ2000&-out=DEJ2000&-out=Vmag&-out=Ksmag&-out=(V-Ks)u&-out=E(V-Ks)&-out=Ksmag0&-out=Per1&-out=Per2&-out=Per3&-out=Per4&-out=Disk&-out=SimbadName&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-out.src=J/AJ/155/196/table1
#-source=J/AJ/155/196/table1
#-out=EPIC
#-out=RAJ2000
#-out=DEJ2000
#-out=Vmag
#-out=Ksmag
#-out=(V-Ks)u
#-out=E(V-Ks)
#-out=Ksmag0
#-out=Per1
#-out=Per2
#-out=Per3
#-out=Per4
#-out=Disk
#-out=SimbadName
#

#RESOURCE=yCat_51550196
#Name: J/AJ/155/196
#Title: Analysis of K2 LCs for members of USco & {rho} Oph (Rebull+, 2018)
#Table	J_AJ_155_196_table1:
#Name: J/AJ/155/196/table1
#Title: Periods and supporting data for USco and {rho} Oph members with K2 light curves
#Column	EPIC	(I9)	[202499459/210282557] Ecliptic Plane Input Catalog identifier	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A11)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F5.2)	[4.57/19.1]? Apparent V band Vega magnitude	[ucd=phot.mag;em.opt.V]
#Column	Ksmag	(F5.2)	[2.24/16.75]? Apparent K_s_ band Vega magnitude	[ucd=phot.mag;em.IR.K]
#Column	(V-Ks)u	(F5.2)	[-0.41/18.3]? The (V-K_s_) color used (1)	[ucd=phot.color;em.opt.V;em.IR.K]
#Column	E(V-Ks)	(F5.2)	[0/36.36]? Adopted (V-K_s_) color excess (see Section 2.4)	[ucd=phot.color.excess]
#Column	Ksmag0	(F5.2)	[2.1/16.66]? Dereddened K_s_ band Vega magnitude	[ucd=phot.mag;em.IR.K]
#Column	Per1	(F7.4)	[0.0476/38.3933]? Primary period (taken to be the rotation period, see text)	[ucd=time.period]
#Column	Per2	(F7.4)	[0.0458/23.9255]? Secondary period	[ucd=time.period]
#Column	Per3	(F7.4)	[0.045/12.9722]? Tertiary period	[ucd=time.period]
#Column	Per4	(F7.4)	[0.0452/18.3921]? Quaternary period	[ucd=time.period]
#Column	Disk	(a5)	IR excess (disk) is present? (maybe, yes or no)	[ucd=meta.code]
#Column	SimbadName	(A14)	Simbad column added by the CDS	[ucd=meta.id]
EPIC	RAJ2000	DEJ2000	Vmag	Ksmag	(V-Ks)u	E(V-Ks)	Ksmag0	Per1	Per2	Per3	Per4	Disk	SimbadName
202709152	16 23 31.15	-28 39 17.9	     	11.62	 5.96	 0.70	11.53	 0.8043	 0.7341	       	       	no   	EPIC 202709152
203655051	16 23 32.30	-25 23 48.6	11.59	 7.70	 3.89	 1.40	 7.51	 2.3886	       	       	       	no   	EPIC 203655051
204274536	16 23 32.83	-22 58 47.1	     	10.29	 7.19	 1.62	10.08	 5.1200	       	       	       	yes  	EPIC 204274536
202795175	16 23 41.85	-28 20 12.9	     	12.74	 7.29	 1.41	12.56	 0.8361	       	       	       	no   	
204289171	16 23 43.32	-22 55 23.0	     	12.20	 8.57	 3.03	11.81	       	       	       	       	no   	
204637674	16 23 45.16	-21 30 40.9	     	 8.99	 3.68	 0.70	 8.90	 8.8468	       	       	       	yes  	
202661711	16 23 46.97	-28 50 02.4	10.95	 8.66	 2.29	 0.27	 8.62	 1.7407	       	       	       	no   	EPIC 202661711
203399155	16 23 47.17	-26 16 15.7	 8.91	 7.97	 0.94	 0.52	 7.90	       	       	       	       	no   	EPIC 203399155
204195050	16 23 51.55	-23 17 27.0	     	12.42	 8.43	 0.70	12.33	 0.4948	       	       	       	no   	EPIC 204195050
202891973	16 23 52.28	-27 59 13.5	11.19	 7.77	 3.42	 0.70	 7.68	       	       	       	       	no   	EPIC 202891973
203863576	16 23 54.70	-24 38 31.9	     	11.92	 8.97	 1.59	11.72	 1.7647	       	       	       	no   	EPIC 203863576
204139015	16 23 55.09	-23 30 40.0	     	10.07	 6.00	 1.05	 9.93	 2.8539	       	       	       	no   	
204139016	16 23 55.79	-23 30 40.0	     	10.75	 6.48	 1.01	10.62	       	       	       	       	maybe	
203378869	16 23 57.23	-26 20 24.6	     	10.23	 5.66	 0.32	10.19	 1.4330	 1.1367	       	       	no   	
202959419	16 23 57.63	-27 44 59.1	     	 9.18	 3.56	 0.00	 9.18	 2.6950	       	       	       	no   	
203366162	16 23 57.71	-26 22 55.8	12.22	 8.82	 3.40	 0.70	 8.73	       	       	       	       	no   	EPIC 203366162
203467084	16 23 57.89	-26 02 29.9	     	 9.97	 4.52	 0.56	 9.89	 1.0611	       	       	       	no   	
204566795	16 23 58.04	-21 48 33.9	     	11.44	 7.51	 0.76	11.34	 1.1147	 1.2181	       	       	no   	
203737395	16 23 58.44	-25 06 41.2	12.27	 6.64	 5.63	 1.78	 6.41	       	       	       	       	no   	EPIC 203737395
202685674	16 23 58.57	-28 44 34.0	     	 9.76	 3.48	 0.00	 9.76	       	       	       	       	no   	
203001867	16 23 59.01	-27 36 03.7	     	 9.43	 5.34	 0.56	 9.36	 5.3161	 0.8278	       	       	no   	EPIC 203001867
204285302	16 23 59.30	-22 56 18.0	     	12.60	 7.43	 3.07	12.20	       	       	       	       	no   	
203649927	16 24 02.89	-25 24 53.9	 9.42	 6.72	 2.70	 2.58	 6.39	 2.6251	 0.4857	       	       	yes  	EPIC 203649927
203783190	16 24 06.33	-24 56 46.9	     	 8.28	 4.71	 1.38	 8.10	 0.8165	 0.8651	       	       	no   	EPIC 203783190
203356099	16 24 08.59	-26 24 55.0	11.87	 8.46	 3.41	 1.02	 8.33	       	       	       	       	no   	EPIC 203356099
204624141	16 24 09.42	-21 34 07.6	     	10.45	 5.92	 0.82	10.35	 2.7987	       	       	       	no   	
204990278	16 24 11.76	-19 55 58.5	     	 9.95	 5.57	 0.38	 9.90	 3.8186	       	       	       	no   	
204295293	16 24 12.37	-22 53 54.6	     	10.80	 5.80	 0.57	10.72	 3.9991	       	       	       	no   	
205024586	16 24 15.28	-19 46 10.2	     	10.04	 4.81	 0.47	 9.98	       	       	       	       	no   	
203555168	16 24 15.50	-25 44 34.7	     	 9.63	 4.59	 0.42	 9.57	 0.5475	       	       	       	no   	
203908611	16 24 15.87	-24 27 35.5	15.47	 9.23	 6.24	 2.28	 8.94	 2.3003	       	       	       	no   	EPIC 203908611
202640668	16 24 18.60	-28 54 47.5	11.78	 8.33	 3.45	 1.39	 8.15	 0.7630	       	       	       	no   	EPIC 202640668
203761347	16 24 21.31	-25 01 31.4	     	 6.19	 2.21	 2.14	 5.91	 0.7907	 4.2071	 0.6063	 0.9721	no   	EPIC 203761347
204469527	16 24 31.29	-22 12 39.8	     	10.35	 6.48	 1.39	10.17	 4.8169	       	       	       	no   	
204347824	16 24 31.82	-22 41 20.7	     	11.33	 7.45	 0.71	11.24	 1.5818	 0.8183	       	       	yes  	EPIC 204347824
204268916	16 24 35.20	-23 00 02.5	     	10.99	 5.87	 0.18	10.96	 1.7534	       	       	       	no   	
203877533	16 24 39.68	-24 35 09.3	     	10.29	11.20	 5.55	 9.58	 1.6264	       	       	       	yes  	EPIC 203877533
204960911	16 24 40.78	-20 04 17.1	     	10.51	 5.08	 1.28	10.34	       	       	       	       	no   	
203947305	16 24 41.04	-24 17 48.8	     	 8.98	12.12	 7.62	 8.00	       	       	       	       	yes  	EPIC 203947305
203929472	16 24 46.80	-24 22 21.0	     	 7.97	 9.72	 6.10	 7.18	       	       	       	       	no   	EPIC 203929472
203770078	16 24 49.41	-24 59 38.8	     	11.03	 7.48	 2.76	10.68	 1.8989	       	       	       	no   	
205431822	16 24 50.66	-17 37 23.4	     	 9.07	 3.67	 0.70	 8.98	       	       	       	       	no   	
204355491	16 24 51.36	-22 39 32.5	 9.81	 7.08	 2.73	 1.08	 6.94	 0.9781	 0.9413	       	       	no   	EPIC 204355491
203949130	16 24 51.46	-24 17 21.2	     	 9.49	10.21	 7.72	 8.50	       	       	       	       	no   	EPIC 203949130
204462113	16 24 55.33	-22 14 28.6	     	10.22	 5.30	 0.70	10.13	 5.7311	 1.0746	       	       	no   	EPIC 204462113
203343161	16 24 55.87	-26 27 18.3	     	11.16	 6.73	 0.73	11.07	 2.2417	       	       	       	yes  	EPIC 203343161
203981162	16 24 56.73	-24 09 02.6	     	 8.41	10.01	 5.35	 7.72	 5.8291	       	       	       	no   	
203972079	16 24 57.28	-24 11 24.4	     	 9.23	 8.31	 3.53	 8.78	 6.3475	       	       	       	no   	EPIC 203972079
203786695	16 24 59.74	-24 56 00.8	     	 9.44	 8.11	 3.33	 9.01	       	       	       	       	yes  	EPIC 203786695
203943710	16 25 00.62	-24 18 44.2	     	10.73	 9.91	 5.49	10.03	       	       	       	       	no   	
203902911	16 25 01.48	-24 28 58.8	     	 7.61	12.68	 6.60	 6.76	       	       	       	       	yes  	EPIC 203902911
203770559	16 25 02.11	-24 59 32.4	     	 9.22	 7.50	 1.85	 8.98	12.3696	       	       	       	yes  	EPIC 203770559
204176771	16 25 02.35	-23 21 45.0	     	 9.29	 5.61	 0.91	 9.17	 0.7209	       	       	       	no   	
203929265	16 25 03.69	-24 22 24.3	     	 9.77	 8.29	 6.92	 8.87	 1.0712	       	       	       	no   	EPIC 203929265
203725441	16 25 04.49	-25 09 11.6	     	 8.08	 4.24	 0.70	 7.99	 1.7658	       	       	       	no   	
202709674	16 25 04.91	-28 39 11.1	     	 9.31	 3.85	 0.00	 9.31	       	       	       	       	no   	
203852620	16 25 05.02	-24 41 10.4	     	 8.46	18.05	14.99	 6.53	       	       	       	       	no   	EPIC 203852620
205528856	16 25 05.96	-16 59 03.2	     	10.89	 4.83	 0.48	10.83	       	       	       	       	no   	
203888630	16 25 07.32	-24 32 27.2	15.74	 9.23	 6.51	 3.50	 8.78	 1.6780	 1.2696	 1.2113	       	no   	EPIC 203888630
204623020	16 25 10.34	-21 34 23.6	     	11.45	 6.97	 0.86	11.34	 0.6584	       	       	       	no   	
204187469	16 25 10.50	-23 19 14.7	13.39	 7.51	 5.88	 2.82	 7.15	 5.9116	       	       	       	yes  	EPIC 204187469
203430290	16 25 10.72	-26 09 55.5	     	10.71	 5.58	 0.12	10.69	 5.3753	       	       	       	no   	
203831587	16 25 10.93	-24 46 03.8	     	11.51	 8.67	 2.59	11.17	 1.9325	       	       	       	yes  	EPIC 203831587
202590973	16 25 12.15	-29 06 07.5	     	 9.83	 4.45	 0.03	 9.82	       	       	       	       	no   	
203817304	16 25 12.84	-24 49 17.1	     	 9.01	 5.60	 1.82	 8.78	       	       	       	       	no   	
203787831	16 25 14.30	-24 55 45.0	     	10.92	 8.66	 4.70	10.31	 4.8823	       	       	       	no   	EPIC 203787831
203786209	16 25 14.70	-24 56 07.1	14.41	 8.27	 6.14	 2.52	 7.94	 2.8403	       	       	       	no   	EPIC 203786209
203970821	16 25 16.89	-24 11 43.6	     	 8.44	11.89	 6.24	 7.64	       	       	       	       	yes  	EPIC 203970821
204175516	16 25 16.89	-23 22 03.5	14.20	 9.02	 5.18	 0.83	 8.92	 6.8082	       	       	       	maybe	
203417323	16 25 16.98	-26 12 30.0	     	11.41	 6.04	 0.57	11.34	 3.4238	       	       	       	no   	EPIC 203417323
203716389	16 25 17.27	-25 11 05.8	     	 9.91	 7.34	 3.13	 9.51	 2.3802	       	       	       	yes  	EPIC 203716389
203850795	16 25 17.32	-24 41 36.9	     	10.70	 8.47	 3.23	10.28	       	       	       	       	no   	
203822946	16 25 18.92	-24 48 01.0	     	10.32	 9.06	 4.28	 9.77	 0.6841	 0.5809	       	       	maybe	EPIC 203822946
203911473	16 25 19.24	-24 26 52.7	     	 7.80	 2.26	 1.34	 7.63	 2.6160	 2.3744	       	       	no   	EPIC 203911473
203897751	16 25 22.17	-24 30 14.1	     	 6.49	11.54	 7.25	 5.56	       	       	       	       	no   	
203857254	16 25 22.48	-24 40 03.8	     	11.77	 7.47	 2.78	11.41	       	       	       	       	no   	EPIC 203857254
203780704	16 25 22.94	-24 57 19.6	     	 8.91	 7.85	 5.10	 8.25	       	       	       	       	no   	EPIC 203780704
203042487	16 25 23.26	-27 27 31.7	     	10.73	 5.55	 0.00	10.73	 1.2751	 0.8833	       	       	no   	
203927310	16 25 23.46	-24 22 54.1	     	10.58	10.10	 8.33	 9.51	       	       	       	       	no   	EPIC 203927310
204151925	16 25 24.28	-23 27 36.7	 6.74	 5.43	 1.31	 1.80	 5.19	 1.2397	 4.3017	 7.1284	       	no   	
203899786	16 25 24.35	-24 29 44.7	     	 9.45	 5.32	 1.36	 9.27	 5.9434	       	       	       	yes  	EPIC 203899786
203923185	16 25 26.22	-24 23 56.6	     	10.60	10.22	 8.27	 9.53	       	       	       	       	no   	EPIC 203923185
203528786	16 25 26.26	-25 50 01.8	     	 9.36	 3.87	 0.70	 9.27	 2.1289	       	       	       	no   	
205010433	16 25 26.74	-19 50 14.2	 9.03	 7.28	 1.75	 1.41	 7.10	 0.4511	       	       	       	no   	EPIC 205010433
205529382	16 25 28.60	-16 58 50.9	     	12.62	 8.21	 0.94	12.50	 0.8866	       	       	       	no   	EPIC 205529382
203440253	16 25 28.81	-26 07 54.2	     	 9.85	 5.28	 0.12	 9.84	 6.7932	       	       	       	yes  	EPIC 203440253
204460283	16 25 29.68	-22 14 54.5	     	12.11	 7.61	 1.15	11.96	 1.3956	       	       	       	no   	EPIC 204460283
203799870	16 25 29.82	-24 53 07.6	     	11.08	 6.21	 1.83	10.84	       	       	       	       	no   	
204118281	16 25 29.96	-23 35 36.6	     	 9.15	 3.95	 1.55	 8.95	       	       	       	       	no   	
210282526	16 25 31.80	-25 53 48.9	     	 9.27	 4.47	 0.70	 9.18	 1.2132	       	       	       	no   	
203947055	16 25 31.98	-24 17 52.4	     	11.27	 9.42	 4.45	10.69	       	       	       	       	no   	
203938834	16 25 32.23	-24 19 59.0	     	10.49	10.34	 6.38	 9.67	       	       	       	       	no   	EPIC 203938834
203421625	16 25 32.73	-26 11 39.0	     	10.97	 6.05	 0.00	10.97	 1.7039	       	       	       	no   	
204129511	16 25 35.05	-23 32 55.1	     	 8.91	 5.25	 0.86	 8.80	 7.7847	       	       	       	no   	
204165788	16 25 35.08	-23 24 18.7	 7.27	 5.78	 1.49	 1.49	 5.58	 0.8639	       	       	       	no   	EPIC 204165788
203882149	16 25 35.53	-24 34 01.1	     	 6.45	     	     	     	       	       	       	       	yes  	EPIC 203882149
203955457	16 25 36.73	-24 15 42.9	16.40	 8.38	 8.02	 4.96	 7.74	       	       	       	       	yes  	EPIC 203955457
203963116	16 25 37.80	-24 13 43.6	     	 6.87	10.67	 5.44	 6.17	       	       	       	       	yes  	EPIC 203963116
203844411	16 25 37.89	-24 43 06.5	     	10.55	 8.53	 5.78	 9.80	       	       	       	       	no   	EPIC 203844411
203410665	16 25 38.48	-26 13 53.9	11.86	 7.52	 4.34	 1.58	 7.31	       	       	       	       	yes  	EPIC 203410665
203912674	16 25 39.58	-24 26 34.9	19.10	 8.95	10.15	 5.65	 8.23	       	       	       	       	yes  	EPIC 203912674
205048103	16 25 41.30	-19 39 22.9	     	10.42	 6.68	 0.70	10.33	       	       	       	       	no   	
204161056	16 25 42.87	-23 25 26.1	     	 9.20	 7.18	 2.54	 8.88	 5.3060	       	       	       	yes  	EPIC 204161056
204396010	16 25 43.20	-22 30 03.0	     	12.09	 6.56	 0.30	12.05	 1.5603	       	       	       	yes  	EPIC 204396010
203867167	16 25 47.66	-24 37 39.6	     	10.38	 8.27	 3.04	 9.99	 3.1653	       	       	       	yes  	EPIC 203867167
204544020	16 25 48.07	-21 54 19.6	     	11.15	 5.77	 0.15	11.13	 1.8496	       	       	       	no   	
203506352	16 25 49.24	-25 54 37.3	     	 9.49	 4.69	 0.62	 9.42	 2.5750	       	       	       	no   	
203807162	16 25 49.65	-24 51 32.0	13.10	 8.78	 4.32	 0.47	 8.72	11.1828	       	       	       	maybe	EPIC 203807162
202793212	16 25 50.28	-28 20 38.1	     	11.76	 5.84	 0.25	11.72	 2.1634	       	       	       	no   	EPIC 202793212
203860653	16 25 50.52	-24 39 14.8	15.49	 8.33	 7.16	 3.81	 7.84	 3.5552	       	       	       	no   	EPIC 203860653
203824768	16 25 50.54	-24 47 36.0	     	 9.12	 8.80	 6.61	 8.27	       	       	       	       	no   	EPIC 203824768
204185983	16 25 52.83	-23 19 36.3	     	 7.87	 6.03	 1.88	 7.63	 1.0529	       	       	       	no   	EPIC 204185983
203071614	16 25 55.40	-27 21 24.4	     	 9.98	 5.72	 0.00	 9.98	 0.4632	 0.5305	       	       	no   	EPIC 203071614
203897692	16 25 56.09	-24 30 14.8	     	 9.76	 9.17	 3.09	 9.37	 0.5011	 0.6043	       	       	no   	EPIC 203897692
203935537	16 25 56.16	-24 20 48.5	12.80	 7.52	 5.28	 1.93	 7.27	       	       	       	       	yes  	EPIC 203935537
203896485	16 25 57.52	-24 30 32.1	16.37	 8.32	 8.05	 4.43	 7.75	 5.9631	       	       	       	maybe	EPIC 203896485
203848661	16 25 57.54	-24 42 08.2	     	 9.54	10.78	 8.29	 8.47	       	       	       	       	maybe	EPIC 203848661
203476597	16 25 57.91	-26 00 37.3	     	 8.53	 4.58	 0.71	 8.44	 3.2126	 1.4403	       	       	no   	EPIC 203476597
203801323	16 25 58.93	-24 52 48.3	     	10.24	 7.32	 2.09	 9.97	 1.2549	 1.8155	       	       	yes  	EPIC 203801323
203933268	16 25 59.65	-24 21 22.3	17.20	 9.53	 7.67	 1.59	 9.33	 2.3892	       	       	       	no   	EPIC 203933268
203899767	16 26 01.60	-24 29 44.9	     	 9.63	12.50	 7.72	 8.64	       	       	       	       	maybe	EPIC 203899767
203086979	16 26 02.15	-27 18 14.1	     	 9.05	 3.79	 0.44	 8.99	 1.5016	 0.9109	       	       	no   	EPIC 203086979
203982074	16 26 02.89	-24 08 47.4	     	10.49	 8.69	 7.68	 9.50	       	       	       	       	no   	EPIC 203982074
203924502	16 26 03.03	-24 23 36.5	14.01	 6.23	 7.78	 5.46	 5.52	 3.4610	       	       	       	yes  	EPIC 203924502
203947410	16 26 03.29	-24 17 47.1	16.49	 9.11	 7.38	 2.59	 8.78	 5.6968	       	       	       	no   	EPIC 203947410
203778209	16 26 04.35	-24 57 51.8	     	 8.30	 4.42	 0.59	 8.22	 0.7119	       	       	       	no   	EPIC 203778209
203881373	16 26 09.32	-24 34 12.1	     	 6.50	 5.45	 5.41	 5.81	 0.2746	 0.2799	       	       	yes  	EPIC 203881373
203803804	16 26 10.91	-24 52 15.5	     	 9.10	 5.94	 3.62	 8.63	       	       	       	       	no   	EPIC 203803804
205030871	16 26 12.75	-19 44 24.3	     	12.73	 6.95	 1.32	12.56	       	       	       	       	no   	
203819556	16 26 13.83	-24 48 46.9	     	11.85	 6.87	 2.25	11.56	       	       	       	       	no   	
203929332	16 26 16.84	-24 22 23.1	     	 8.20	11.67	 8.13	 7.15	 3.5770	       	       	       	yes  	EPIC 203929332
203937317	16 26 17.08	-24 20 22.0	14.21	 8.06	 6.15	 2.53	 7.74	 2.7158	 5.4889	       	       	yes  	EPIC 203937317
203796764	16 26 18.37	-24 53 47.6	     	10.71	 6.60	 1.93	10.46	 3.5811	       	       	       	no   	
203987773	16 26 18.79	-24 07 19.6	     	 9.35	 7.25	 2.47	 9.04	 6.4117	 4.1313	       	       	maybe	EPIC 203987773
203905576	16 26 18.86	-24 28 19.6	     	 8.07	15.69	11.73	 6.56	 2.3932	       	       	       	yes  	EPIC 203905576
203055760	16 26 19.10	-27 24 42.1	     	 9.62	 4.57	 0.30	 9.58	 1.7614	       	       	       	no   	
203867961	16 26 19.51	-24 37 27.4	16.67	10.10	 6.57	 0.91	 9.99	 3.2438	       	       	       	yes  	EPIC 203867961
204611221	16 26 19.62	-21 37 21.0	     	 9.42	 5.13	 0.62	 9.34	19.5020	 3.5735	       	       	no   	
204277248	16 26 19.95	-22 58 10.2	     	10.54	 5.48	 0.57	10.46	 3.0873	       	       	       	no   	
204383288	16 26 19.97	-22 33 02.6	     	 9.82	 5.14	 0.03	 9.82	24.0913	       	       	       	no   	
204382615	16 26 20.15	-22 33 12.8	     	10.41	 5.78	 0.96	10.29	 2.8218	       	       	       	     	
203760915	16 26 20.61	-25 01 37.0	     	12.09	 6.79	 1.87	11.85	       	       	       	       	no   	
203981774	16 26 20.99	-24 08 52.4	16.52	 9.50	 7.02	 1.79	 9.27	 0.8241	       	       	       	maybe	EPIC 203981774
203914960	16 26 21.52	-24 26 00.9	     	10.92	10.10	 1.63	10.71	 2.4972	       	       	       	yes  	EPIC 203914960
203837701	16 26 21.90	-24 44 39.9	     	10.86	 9.72	 2.34	10.56	 2.6201	       	       	       	yes  	EPIC 203837701
204520625	16 26 22.20	-22 00 09.1	     	10.59	 6.49	 1.38	10.41	 1.3776	       	       	       	no   	
203934728	16 26 23.36	-24 20 59.9	14.70	 6.57	 8.13	 5.94	 5.81	 5.9033	       	       	       	yes  	EPIC 203934728
202987851	16 26 23.41	-27 39 00.5	10.43	 8.06	 2.37	 0.41	 8.01	 1.5409	       	       	       	no   	EPIC 202987851
203843911	16 26 23.69	-24 43 13.8	     	 7.85	 5.97	 2.62	 7.51	 8.8930	       	       	       	yes  	EPIC 203843911
203919797	16 26 24.04	-24 24 48.0	     	 7.32	15.26	11.91	 5.79	 4.7842	       	       	       	yes  	EPIC 203919797
203953466	16 26 24.07	-24 16 13.4	     	 6.68	11.89	 8.35	 5.61	 6.6218	       	       	       	yes  	EPIC 203953466
203074940	16 26 25.39	-27 20 42.7	     	11.18	 6.42	 0.39	11.13	 3.3496	       	       	       	no   	EPIC 203074940
203960268	16 26 25.68	-24 14 27.8	     	11.50	 8.71	 2.63	11.16	 1.9579	       	       	       	no   	EPIC 203960268
203637940	16 26 27.75	-25 27 24.5	     	 9.21	 6.63	 1.90	 8.97	 3.2971	       	       	       	yes  	EPIC 203637940
203354381	16 26 27.86	-26 25 15.1	     	 9.85	 5.66	 0.62	 9.77	 0.5993	       	       	       	no   	EPIC 203354381
203640875	16 26 28.02	-25 26 47.9	     	 9.10	 5.25	 0.89	 8.98	 9.0968	       	       	       	yes  	EPIC 203640875
202976647	16 26 29.90	-27 41 20.2	 8.61	 7.22	 1.39	 0.02	 7.22	 2.0760	       	       	       	no   	EPIC 202976647
203917082	16 26 31.35	-24 25 30.2	     	11.72	12.47	 7.69	10.73	       	       	       	       	yes  	EPIC 203917082
203365890	16 26 32.76	-26 22 59.1	     	10.49	 7.04	 0.51	10.42	       	       	       	       	no   	
203925053	16 26 34.16	-24 23 28.2	16.53	 6.32	10.21	10.66	 4.95	 6.2302	 0.6877	       	       	     	EPIC 203925053
203713606	16 26 34.94	-25 11 41.2	     	 9.99	 4.57	 0.09	 9.98	 4.7668	       	       	       	no   	
205114690	16 26 35.43	-19 19 53.3	     	 9.26	 4.03	 0.70	 9.17	       	       	       	       	no   	
204223197	16 26 36.61	-23 10 57.0	     	 9.21	 5.17	 0.43	 9.16	 9.6885	       	       	       	no   	
203954898	16 26 36.82	-24 15 51.8	     	 9.59	12.38	 8.42	 8.51	 1.7866	       	       	       	yes  	EPIC 203954898
203954364	16 26 37.13	-24 15 59.9	     	10.76	10.03	 3.95	10.25	       	       	       	       	yes  	EPIC 203954364
204525799	16 26 38.63	-21 58 51.8	     	10.73	 6.24	 0.93	10.61	 2.0115	       	       	       	no   	EPIC 204525799
204377821	16 26 39.65	-22 34 20.3	     	10.49	 6.94	 1.36	10.31	 1.3506	       	       	       	no   	
204840715	16 26 40.57	-20 37 28.6	     	 9.14	 4.13	 0.70	 9.05	       	       	       	       	no   	
204520585	16 26 41.19	-22 00 09.7	     	 9.34	 5.06	 0.81	 9.24	19.1625	 2.1586	       	       	no   	EPIC 204520585
203856244	16 26 41.22	-24 40 17.7	     	 9.27	 7.95	 1.87	 9.03	 4.0675	 1.9510	       	       	yes  	EPIC 203856244
203936815	16 26 42.85	-24 20 29.9	     	 7.88	10.70	 7.16	 6.96	 8.9081	       	       	       	yes  	EPIC 203936815
203138121	16 26 42.88	-27 07 42.0	     	11.20	 6.43	 0.94	11.08	 0.8274	       	       	       	no   	
203972954	16 26 43.13	-24 11 10.3	     	 9.68	 7.63	 3.96	 9.17	12.4936	       	       	       	no   	EPIC 203972954
203803109	16 26 43.50	-24 52 24.8	     	10.37	 8.21	 4.67	 9.77	       	       	       	       	no   	EPIC 203803109
203952180	16 26 43.75	-24 16 33.3	     	 9.60	15.62	11.66	 8.10	 1.7728	 0.3817	       	       	yes  	EPIC 203952180
203843900	16 26 44.33	-24 43 14.0	17.07	 9.57	 7.50	 2.72	 9.22	 1.5434	       	       	       	no   	EPIC 203843900
203826403	16 26 44.41	-24 47 14.0	     	10.64	 6.64	 1.52	10.44	 3.9790	       	       	       	no   	EPIC 203826403
203926424	16 26 45.02	-24 23 07.7	     	 8.95	18.30	14.34	 7.11	 4.2080	       	       	       	yes  	EPIC 203926424
203969721	16 26 46.41	-24 12 00.0	15.50	 7.49	 8.01	 6.43	 6.66	 3.3516	       	       	       	yes  	EPIC 203969721
203838456	16 26 47.05	-24 44 29.8	     	10.56	 8.95	 3.29	10.13	 3.5040	       	       	       	yes  	EPIC 203838456
204206295	16 26 47.43	-23 14 50.8	13.84	 8.62	 5.22	 1.94	 8.37	14.3367	       	       	       	maybe	EPIC 204206295
203849021	16 26 48.10	-24 42 03.3	     	10.65	 9.35	 3.27	10.23	 3.9327	       	       	       	maybe	EPIC 203849021
203864032	16 26 48.97	-24 38 25.2	     	 9.98	15.04	10.26	 8.66	       	       	       	       	yes  	EPIC 203864032
203938591	16 26 49.23	-24 20 02.9	     	 8.69	13.46	 4.92	 8.05	 2.5615	 7.2300	       	       	yes  	EPIC 203938591
203962559	16 26 50.48	-24 13 52.2	     	10.80	 7.93	 3.15	10.40	 1.5402	       	       	       	no   	EPIC 203962559
203006330	16 26 54.08	-27 35 08.0	     	10.68	 5.26	 1.57	10.48	 1.0821	       	       	       	no   	
204464537	16 26 56.18	-22 13 52.1	     	12.41	 7.20	 0.78	12.31	 0.2843	       	       	       	maybe	EPIC 204464537
203478347	16 26 56.46	-26 00 17.0	     	12.01	 7.06	 1.37	11.83	 2.8819	       	       	       	no   	EPIC 203478347
203962599	16 26 56.77	-24 13 51.5	     	 9.25	13.92	10.30	 7.93	 4.2516	       	       	       	yes  	EPIC 203962599
203833873	16 26 58.42	-24 45 31.7	     	 7.55	11.13	 7.46	 6.59	 3.1090	       	       	       	yes  	EPIC 203833873
210282534	16 26 58.50	-24 45 36.8	     	 7.06	 8.28	 5.79	 6.31	11.2948	       	       	       	yes  	EPIC 210282534
