Target,RA,DEC,Sp. Type,T_eff [K],B [mag],V [mag],G [mag],Dist [pc],Data products (ascii),Data products (csv)
HD109536,12:35:45.5323,-41:01:19.021,A7V,7636.5,5.3420000000000005,5.114,5.039,34.89,HD109536_harps_all-data_v1.dat,HD109536_harps_all-data_v1.csv
HD109573,12:36:01.0317,-39:52:10.222,A0V,9669.8,5.7860000000000005,5.774,5.771,71.91,HD109573_harps_all-data_v1.dat,HD109573_harps_all-data_v1.csv
HD109684,12:36:28.4428,+10:43:47.411,G0,6008.0,9.28,8.73,8.568,83.22,HD109684_harps_all-data_v1.dat,HD109684_harps_all-data_v1.csv
HD109787,12:37:42.1634,-48:32:28.709,A1IVnn,8346.0,3.91,3.86,3.7769999999999997,39.72,HD109787_harps_all-data_v1.dat,HD109787_harps_all-data_v1.csv
HD109988,12:39:15.7644,-32:43:33.893,K0IV/V,5130.0,9.77,8.9,8.66,42.58,HD109988_harps_all-data_v1.dat,HD109988_harps_all-data_v1.csv
HD110014,12:39:14.7669,-07:59:44.041,K2+IIICN0.5,4445.0,5.886,4.643,4.236000000000001,100.98,HD110014_harps_all-data_v1.dat,HD110014_harps_all-data_v1.csv
HD110058,12:39:46.1959,-49:11:55.552,A0V,8039.0,8.12,7.97,7.95,129.98,HD110058_harps_all-data_v1.dat,HD110058_harps_all-data_v1.csv
HD11025,01:37:28.0286,-84:46:10.616,G8III,5027.5,6.606,5.667000000000001,5.397,104.17,HD11025_harps_all-data_v1.dat,HD11025_harps_all-data_v1.csv
HD110291,12:41:37.7208,-56:38:00.298,K1/2III+F/G,5453.0,9.89,9.16,8.939,60.86,HD110291_harps_all-data_v1.dat,HD110291_harps_all-data_v1.csv
HD110411,12:41:53.0567,+10:14:08.229,A0Va_lB,8757.0,4.97,4.88,4.817,38.16,HD110411_harps_all-data_v1.dat,HD110411_harps_all-data_v1.csv
HD110537,12:42:59.3251,-04:02:57.596,G6/8V,,8.51,7.83,7.6610000000000005,45.14,HD110537_harps_all-data_v1.dat,HD110537_harps_all-data_v1.csv
HD110557,12:43:08.9048,-05:44:24.847,K0V,,10.46,9.66,9.437000000000001,64.29,HD110557_harps_all-data_v1.dat,HD110557_harps_all-data_v1.csv
HD110619,12:43:42.7237,-37:42:29.319,G5V,,8.19,7.52,7.35,27.77,HD110619_harps_all-data_v1.dat,HD110619_harps_all-data_v1.csv
HD110621,12:43:43.2212,-44:40:31.556,Fpw,5652.0,10.34,9.92,9.772,150.58,HD110621_harps_all-data_v1.dat,HD110621_harps_all-data_v1.csv
HD110668,12:43:58.3622,-35:07:23.193,G3/5V,5836.5,8.95,8.28,8.138,57.01,HD110668_harps_all-data_v1.dat,HD110668_harps_all-data_v1.csv
HD111133,12:47:02.3097,+05:57:01.395,A0VspSrCrEu,9628.0,6.29,6.34,6.276,191.92,HD111133_harps_all-data_v1.dat,HD111133_harps_all-data_v1.csv
HD111232,12:48:51.7525,-68:25:30.547,G8VFe-1.0,5605.0,8.29,7.61,7.405,28.98,HD111232_harps_all-data_v1.dat,HD111232_harps_all-data_v1.csv
HD111261B,12:48:09.9884,-24:48:16.628,K7Vk:,,,9.33,9.302,18.73,HD111261B_harps_all-data_v1.dat,HD111261B_harps_all-data_v1.csv
HD111519,12:50:19.4849,-48:27:34.377,A0V,8938.8,6.282,6.257000000000001,6.229,161.12,HD111519_harps_all-data_v1.dat,HD111519_harps_all-data_v1.csv
HD111564,12:50:20.1844,-30:34:37.518,G0V,,8.22,7.61,7.465,46.34,HD111564_harps_all-data_v1.dat,HD111564_harps_all-data_v1.csv
HD11168,01:50:05.4605,+14:21:04.928,G0,5723.9,9.12,8.49,8.339,94.05,HD11168_harps_all-data_v1.dat,HD11168_harps_all-data_v1.csv
HD111777,12:52:11.6439,-56:34:27.987,G0/3,,9.07,8.46,8.322000000000001,49.5,HD111777_harps_all-data_v1.dat,HD111777_harps_all-data_v1.csv
HD111814,12:51:45.5622,+19:13:43.806,G7V,5676.0,8.83,8.13,7.971,84.21,HD111814_harps_all-data_v1.dat,HD111814_harps_all-data_v1.csv
HD11195,01:49:42.9210,-18:56:09.842,G5V,5638.8,9.54,8.91,8.732000000000001,59.95,HD11195_harps_all-data_v1.dat,HD11195_harps_all-data_v1.csv
HD111998,12:53:11.1564,-03:33:11.148,F6V,,6.61,6.11,5.987,33.26,HD111998_harps_all-data_v1.dat,HD111998_harps_all-data_v1.csv
HD112100,12:54:16.4402,-25:32:03.982,K1V,,10.81,9.89,9.647,55.23,HD112100_harps_all-data_v1.dat,HD112100_harps_all-data_v1.csv
HD112109,12:55:03.9083,-63:38:26.860,F0V,7171.6,8.4,8.06,7.96,98.13,HD112109_harps_all-data_v1.dat,HD112109_harps_all-data_v1.csv
HD11226,01:50:15.4483,-06:42:14.722,K4III,6009.0,7.64,7.06,6.928999999999999,43.6,HD11226_harps_all-data_v1.dat,HD11226_harps_all-data_v1.csv
HD11231,01:49:37.8897,-34:27:32.872,F5V,6293.1,9.02,8.57,8.458,138.49,HD11231_harps_all-data_v1.dat,HD11231_harps_all-data_v1.csv
HD112540,13:08:20.6252,-87:13:09.508,G7V,5814.2,8.92,8.2,8.013,36.32,HD112540_harps_all-data_v1.dat,HD112540_harps_all-data_v1.csv
HD11262,01:49:48.8488,-38:24:10.211,F9VFe-0.5,5095.6,6.89,6.37,6.227,25.93,HD11262_harps_all-data_v1.dat,HD11262_harps_all-data_v1.csv
HD112646,12:58:54.9152,-55:40:23.310,K6Vk:,4472.0,10.946,9.75,9.318999999999999,32.2,HD112646_harps_all-data_v1.dat,HD112646_harps_all-data_v1.csv
HD11271,01:50:52.0844,+06:31:42.721,G5,6049.0,9.05,8.46,8.309,80.01,HD11271_harps_all-data_v1.dat,HD11271_harps_all-data_v1.csv
HD112934,13:00:33.5253,-33:03:04.762,A9V,7031.0,6.86,6.57,6.492000000000001,54.99,HD112934_harps_all-data_v1.dat,HD112934_harps_all-data_v1.csv
HD113226,13:02:10.5978,+10:57:32.941,G8III-IIIb,,3.71,2.79,2.455,32.72,HD113226_harps_all-data_v1.dat,HD113226_harps_all-data_v1.csv
HD11332,01:50:20.1816,-47:48:59.006,K0III,,7.144,6.14,5.881,145.38,HD11332_harps_all-data_v1.dat,HD11332_harps_all-data_v1.csv
HD113449,13:03:49.6546,-05:09:42.517,K1V,,8.555,7.678999999999999,7.4110000000000005,20.46,HD113449_harps_all-data_v1.dat,HD113449_harps_all-data_v1.csv
HD113569,13:04:55.7547,-28:55:43.565,K2V,5003.4,10.7,9.71,9.447000000000001,47.34,HD113569_harps_all-data_v1.dat,HD113569_harps_all-data_v1.csv
HD113679,13:05:52.8243,-38:30:59.990,G2/3V,,10.342,9.797,9.531,134.2,HD113679_harps_all-data_v1.dat,HD113679_harps_all-data_v1.csv
HD113904,13:08:07.1527,-65:18:21.679,WC5+B0III,9660.0,5.5,5.53,5.575,1492.0,HD113904_harps_all-data_v1.dat,HD113904_harps_all-data_v1.csv
HD11397,01:51:40.5282,-16:19:03.562,G6IV/V,,9.63,9.02,8.769,54.23,HD11397_harps_all-data_v1.dat,HD11397_harps_all-data_v1.csv
HD113998,13:07:24.9513,+11:08:05.498,G0,5857.5,,,8.309,68.08,HD113998_harps_all-data_v1.dat,HD113998_harps_all-data_v1.csv
HD114076,13:08:33.9258,-41:38:38.952,K0V,,10.21,9.39,9.166,45.82,HD114076_harps_all-data_v1.dat,HD114076_harps_all-data_v1.csv
HD114330,13:09:56.9843,-05:32:20.465,A1IVs,8060.0,4.385,4.397,4.268,83.2,HD114330_harps_all-data_v1.dat,HD114330_harps_all-data_v1.csv
HD114386,13:10:39.8236,-35:03:17.214,K3V,,9.8,8.71,,,HD114386_harps_all-data_v1.dat,HD114386_harps_all-data_v1.csv
HD114561,13:11:45.1592,-35:37:07.343,G3V,5861.5,9.03,8.37,8.24,53.17,HD114561_harps_all-data_v1.dat,HD114561_harps_all-data_v1.csv
HD114613,13:12:03.1833,-37:48:10.879,G3V,,5.55,4.85,4.604,20.29,HD114613_harps_all-data_v1.dat,HD114613_harps_all-data_v1.csv
HD114642,13:12:03.5439,-16:11:54.977,F5.5V,,5.5,5.04,4.851,32.97,HD114642_harps_all-data_v1.dat,HD114642_harps_all-data_v1.csv
HD114729,13:12:44.2569,-31:52:24.055,G0V,,7.31,6.69,,,HD114729_harps_all-data_v1.dat,HD114729_harps_all-data_v1.csv
HD114747,13:12:54.3034,-30:42:42.318,K2III-IV,5105.5,9.0,8.05,7.787999999999999,27.95,HD114747_harps_all-data_v1.dat,HD114747_harps_all-data_v1.csv
HD114853,13:13:52.2256,-45:11:08.881,G1.5V,5729.0,7.582999999999999,6.94,6.747000000000001,25.05,HD114853_harps_all-data_v1.dat,HD114853_harps_all-data_v1.csv
HD115031,13:15:20.5130,-55:20:29.725,G2/3V,,8.98,8.34,8.18,67.32,HD115031_harps_all-data_v1.dat,HD115031_harps_all-data_v1.csv
HD11505,01:53:06.1989,-01:19:36.988,G5V,4498.0,8.05,7.42,7.257999999999999,39.01,HD11505_harps_all-data_v1.dat,HD11505_harps_all-data_v1.csv
HD115169,13:15:47.3883,-29:30:21.184,G3V,5855.7,9.89,9.2,9.089,77.34,HD115169_harps_all-data_v1.dat,HD115169_harps_all-data_v1.csv
HD115231,13:15:36.9677,+09:00:57.705,G9,,9.14,,8.249,54.01,HD115231_harps_all-data_v1.dat,HD115231_harps_all-data_v1.csv
HD115341,13:16:40.0709,-05:34:24.608,G1V,6019.2,8.43,7.83,7.695,47.77,HD115341_harps_all-data_v1.dat,HD115341_harps_all-data_v1.csv
HD115496,13:18:44.3565,-58:16:01.258,G2V,5802.0,9.24,8.59,8.427999999999999,115.08,HD115496_harps_all-data_v1.dat,HD115496_harps_all-data_v1.csv
HD115585,13:19:50.5882,-70:51:18.077,G5/6IV/V,5093.0,8.17,7.42,7.244,45.04,HD115585_harps_all-data_v1.dat,HD115585_harps_all-data_v1.csv
HD115659,13:18:55.2971,-23:10:17.451,G8IIIa,4710.0,3.92,3.0,2.616,41.89,HD115659_harps_all-data_v1.dat,HD115659_harps_all-data_v1.csv
HD115674,13:23:00.0716,-81:18:36.411,G5VFe-0.7,,8.55,7.87,7.706,34.71,HD115674_harps_all-data_v1.dat,HD115674_harps_all-data_v1.csv
HD115773,13:19:58.2966,-41:11:26.386,F6V,,7.27,6.75,6.591,57.62,HD115773_harps_all-data_v1.dat,HD115773_harps_all-data_v1.csv
HD115902,13:20:22.0632,-09:03:34.997,G5V,5621.0,9.42,8.73,8.577,62.59,HD115902_harps_all-data_v1.dat,HD115902_harps_all-data_v1.csv
HD116087,13:22:37.9361,-60:59:18.217,B3V,8868.7,4.369,4.5089999999999995,4.455,103.05,HD116087_harps_all-data_v1.dat,HD116087_harps_all-data_v1.csv
HD11608,01:53:31.4443,-21:15:09.823,K1/2V,4951.4,10.26,9.28,9.024,43.18,HD11608_harps_all-data_v1.dat,HD11608_harps_all-data_v1.csv
HD116114,13:21:46.3077,-18:44:31.541,F0VpSrCrEu,7424.8,7.34,7.02,6.9670000000000005,135.19,HD116114_harps_all-data_v1.dat,HD116114_harps_all-data_v1.csv
HD116160,13:21:41.6449,+02:05:14.059,A0V,9126.0,5.732,5.687,5.67,62.58,HD116160_harps_all-data_v1.dat,HD116160_harps_all-data_v1.csv
HD11616,01:54:11.9821,+09:57:02.250,G5,5900.3,8.42,7.8,7.632999999999999,68.69,HD11616_harps_all-data_v1.dat,HD11616_harps_all-data_v1.csv
HD116235,13:22:09.7048,+05:09:17.129,kA3hA6mA7,8273.5,5.989,5.872999999999999,5.856,63.8,HD116235_harps_all-data_v1.dat,HD116235_harps_all-data_v1.csv
HD116259,13:22:43.6063,-18:01:51.250,G5/6V,5705.3,8.8,8.07,7.894,59.45,HD116259_harps_all-data_v1.dat,HD116259_harps_all-data_v1.csv
HD116284,13:24:39.0495,-70:25:48.804,K0IV,5191.3,8.12,7.25,7.02,49.22,HD116284_harps_all-data_v1.dat,HD116284_harps_all-data_v1.csv
HD116410,13:23:41.2167,-15:07:04.871,G3V,5864.0,8.82,8.15,8.031,54.85,HD116410_harps_all-data_v1.dat,HD116410_harps_all-data_v1.csv
HD116434,13:24:36.0982,-51:30:16.046,A2V,8735.0,7.08,6.98,6.983,109.21,HD116434_harps_all-data_v1.dat,HD116434_harps_all-data_v1.csv
HD116458,13:25:50.3011,-70:37:38.091,ApHg(Mn),9692.7,5.626,5.651,5.6160000000000005,128.88,HD116458_harps_all-data_v1.dat,HD116458_harps_all-data_v1.csv
HD116568,13:24:33.2484,-05:09:50.161,K2V,6520.0,6.167000000000001,5.749,5.64,31.08,HD116568_harps_all-data_v1.dat,HD116568_harps_all-data_v1.csv
HD116883,13:27:18.0855,-39:57:10.120,K3V,4927.0,10.54,9.59,9.346,42.88,HD116883_harps_all-data_v1.dat,HD116883_harps_all-data_v1.csv
HD116941,13:26:44.4244,+16:56:55.202,F8,6171.6,8.53,8.01,7.881,77.0,HD116941_harps_all-data_v1.dat,HD116941_harps_all-data_v1.csv
HD117105,13:28:30.5526,-27:23:30.643,F9.5V,,7.78,7.21,7.039,36.55,HD117105_harps_all-data_v1.dat,HD117105_harps_all-data_v1.csv
HD117126,13:28:18.7098,-00:50:24.697,G3/5V,,8.08,7.44,7.265,44.96,HD117126_harps_all-data_v1.dat,HD117126_harps_all-data_v1.csv
HD117190,13:28:26.6798,+15:42:29.876,F5,5962.0,8.41,7.91,,,HD117190_harps_all-data_v1.dat,HD117190_harps_all-data_v1.csv
HD1171,00:16:00.1498,-22:25:17.746,G8V,5376.0,10.51,9.77,9.566,60.24,HD1171_harps_all-data_v1.dat,HD1171_harps_all-data_v1.csv
HD117207,13:29:21.1129,-35:34:15.586,G7IV-V,5643.5,7.98,7.25,7.077000000000001,32.38,HD117207_harps_all-data_v1.dat,HD117207_harps_all-data_v1.csv
HD117359,13:31:44.4216,-67:25:00.057,K0V,5262.7,10.22,9.38,9.195,54.55,HD117359_harps_all-data_v1.dat,HD117359_harps_all-data_v1.csv
HD117618,13:32:25.5555,-47:16:16.913,G0V,5974.0,7.77,7.17,7.022,37.82,HD117618_harps_all-data_v1.dat,HD117618_harps_all-data_v1.csv
HD118022,13:34:07.9318,+03:39:32.273,ApEuCrSr,9319.0,4.96,4.94,4.854,58.27,HD118022_harps_all-data_v1.dat,HD118022_harps_all-data_v1.csv
HD118466,13:37:49.0858,-35:26:56.007,K2V,4996.6,10.27,9.33,9.064,47.86,HD118466_harps_all-data_v1.dat,HD118466_harps_all-data_v1.csv
HD118551,13:39:27.8765,-63:59:08.402,A7IV/V,7150.0,9.61,9.34,9.302,2523.34,HD118551_harps_all-data_v1.dat,HD118551_harps_all-data_v1.csv
HD118563,13:38:28.4181,-38:19:13.085,G8V,5498.5,9.87,9.12,8.952,56.03,HD118563_harps_all-data_v1.dat,HD118563_harps_all-data_v1.csv
HD118679,13:39:07.0223,-39:39:53.085,G3/5+(G5III),5789.0,10.38,9.79,9.662,91.75,HD118679_harps_all-data_v1.dat,HD118679_harps_all-data_v1.csv
HD119027,13:41:19.8265,-28:46:59.792,ApSrEu(Cr),6750.0,10.41,9.92,9.94,331.59,HD119027_harps_all-data_v1.dat,HD119027_harps_all-data_v1.csv
HD119173,13:41:42.6831,-04:01:45.880,G0V,5913.8,9.39,9.158,8.67,64.65,HD119173_harps_all-data_v1.dat,HD119173_harps_all-data_v1.csv
HD119288,13:42:12.7607,+08:23:18.227,F2V,,6.58,,6.042999999999999,35.37,HD119288_harps_all-data_v1.dat,HD119288_harps_all-data_v1.csv
HD119329,13:43:44.5534,-51:37:35.671,G5IV,5599.0,8.99,8.25,8.066,68.09,HD119329_harps_all-data_v1.dat,HD119329_harps_all-data_v1.csv
HD11938,01:55:49.3082,-52:50:26.783,K4Vk:,,11.01,9.94,9.467,40.1,HD11938_harps_all-data_v1.dat,HD11938_harps_all-data_v1.csv
HD119503,13:43:41.8157,-09:28:32.108,K2V,,10.59,9.61,9.275,42.08,HD119503_harps_all-data_v1.dat,HD119503_harps_all-data_v1.csv
HD119537,13:43:54.2377,-05:29:56.179,A0V,8842.0,6.559,6.497999999999999,6.475,126.32,HD119537_harps_all-data_v1.dat,HD119537_harps_all-data_v1.csv
HD119629,13:45:27.3210,-48:47:29.977,F7V,6120.8,7.278,6.7620000000000005,6.62,59.82,HD119629_harps_all-data_v1.dat,HD119629_harps_all-data_v1.csv
HD119638,13:44:44.6014,-14:13:30.649,F8.5V,6086.0,7.4,6.92,6.756,33.85,HD119638_harps_all-data_v1.dat,HD119638_harps_all-data_v1.csv
HD11964,01:57:09.6073,-10:14:32.731,G9VCN+1,,7.25,6.42,6.204,33.57,HD11964_harps_all-data_v1.dat,HD11964_harps_all-data_v1.csv
HD11977,01:54:56.1320,-67:38:50.294,G8IIIb,4936.5,5.622999999999999,4.685,4.371,68.05,HD11977_harps_all-data_v1.dat,HD11977_harps_all-data_v1.csv
HD119782,13:46:42.0269,-56:51:00.369,K1.5Vk:,5174.0,9.53,8.63,8.401,34.84,HD119782_harps_all-data_v1.dat,HD119782_harps_all-data_v1.csv
HD119802,13:45:14.7171,+08:50:09.516,K3V,4801.5,9.535,8.459,8.139,22.1,HD119802_harps_all-data_v1.dat,HD119802_harps_all-data_v1.csv
HD119949,13:46:45.6510,-20:51:09.223,G5V,6177.7,8.61,8.16,7.966,78.58,HD119949_harps_all-data_v1.dat,HD119949_harps_all-data_v1.csv
HD120250,13:48:53.1529,-29:39:40.230,F3/5V,6422.0,8.58,8.13,8.006,78.83,HD120250_harps_all-data_v1.dat,HD120250_harps_all-data_v1.csv
HD120344,13:50:48.3612,-62:54:18.746,G3V,,9.54,8.86,8.677,58.26,HD120344_harps_all-data_v1.dat,HD120344_harps_all-data_v1.csv
HD120362,13:53:43.7645,-78:24:49.312,G5V,5485.0,10.05,9.27,9.087,61.79,HD120362_harps_all-data_v1.dat,HD120362_harps_all-data_v1.csv
HD12039,01:57:48.9776,-21:54:05.343,G4V,5826.0,8.73,8.057,7.879,41.41,HD12039_harps_all-data_v1.dat,HD12039_harps_all-data_v1.csv
HD12055,01:57:10.0849,-47:23:07.093,G6III-IIIb,5196.0,5.695,4.834,4.531000000000001,76.33,HD12055_harps_all-data_v1.dat,HD12055_harps_all-data_v1.csv
HD120734,13:51:55.7389,-36:37:24.833,G0V+G0V,5615.2,9.13,8.54,8.371,66.25,HD120734_harps_all-data_v1.dat,HD120734_harps_all-data_v1.csv
HD121004,13:53:58.1163,-46:32:19.526,G2V,,10.112,9.522,8.86,65.56,HD121004_harps_all-data_v1.dat,HD121004_harps_all-data_v1.csv
HD121416,13:56:19.7764,-46:35:34.616,K1III,4684.5,6.955,5.815,5.481,92.56,HD121416_harps_all-data_v1.dat,HD121416_harps_all-data_v1.csv
HD121504,13:57:17.2384,-56:02:24.156,G2V,,8.12,7.52,7.39,41.71,HD121504_harps_all-data_v1.dat,HD121504_harps_all-data_v1.csv
HD122173,14:00:46.4447,-30:35:00.837,F6/7V,5865.5,10.62,10.07,9.867,201.18,HD122173_harps_all-data_v1.dat,HD122173_harps_all-data_v1.csv
HD122194,14:01:03.6087,-32:45:25.020,G3V,5579.0,10.04,9.36,9.221,99.89,HD122194_harps_all-data_v1.dat,HD122194_harps_all-data_v1.csv
HD122308,14:02:32.5687,-52:38:41.511,G8V,5300.0,10.47,9.68,9.484,57.52,HD122308_harps_all-data_v1.dat,HD122308_harps_all-data_v1.csv
HD122430,14:02:22.7817,-27:25:47.199,K2/3III,4340.0,6.7989999999999995,5.468999999999999,4.997,135.78,HD122430_harps_all-data_v1.dat,HD122430_harps_all-data_v1.csv
HD122474,14:02:20.0533,-12:02:13.649,G3/5V,5714.5,9.42,8.72,8.533999999999999,64.32,HD122474_harps_all-data_v1.dat,HD122474_harps_all-data_v1.csv
HD122603,14:02:47.6281,+03:32:43.817,F8/G0IV,5996.8,,,7.398,75.91,HD122603_harps_all-data_v1.dat,HD122603_harps_all-data_v1.csv
HD122640,14:03:37.1829,-27:00:35.941,K0V,,10.13,9.26,9.068,63.11,HD122640_harps_all-data_v1.dat,HD122640_harps_all-data_v1.csv
HD12264,02:00:05.3380,-13:32:46.000,G5V,5805.0,8.64,7.98,7.817,40.89,HD12264_harps_all-data_v1.dat,HD12264_harps_all-data_v1.csv
HD12270,01:57:53.3252,-65:25:28.838,G8II/III,5145.0,7.269,6.357,6.12,167.99,HD12270_harps_all-data_v1.dat,HD12270_harps_all-data_v1.csv
HD122970,14:04:48.9378,+05:24:51.462,F0,6765.8,8.7,8.29,8.21,130.28,HD122970_harps_all-data_v1.dat,HD122970_harps_all-data_v1.csv
HD123265,14:06:41.2799,-05:31:06.008,K1V,,9.19,8.36,8.134,40.3,HD123265_harps_all-data_v1.dat,HD123265_harps_all-data_v1.csv
HD123319,14:08:21.1032,-53:55:38.869,G2IV/V,5692.5,9.83,9.2,9.035,57.58,HD123319_harps_all-data_v1.dat,HD123319_harps_all-data_v1.csv
HD12345,02:00:48.7505,-12:52:29.926,G8III,5469.3,9.52,8.77,8.566,44.78,HD12345_harps_all-data_v1.dat,HD12345_harps_all-data_v1.csv
HD123517,14:13:59.8820,-78:53:51.792,F8/G0III/IV,5517.8,10.24,9.55,9.366,263.04,HD123517_harps_all-data_v1.dat,HD123517_harps_all-data_v1.csv
HD123619,14:09:13.2038,-22:32:15.218,F6V,6090.5,8.27,7.76,7.631,59.27,HD123619_harps_all-data_v1.dat,HD123619_harps_all-data_v1.csv
HD123651,14:10:04.8132,-46:16:10.021,G0/1V,5993.6,8.72,8.19,8.039,49.88,HD123651_harps_all-data_v1.dat,HD123651_harps_all-data_v1.csv
HD123732,14:10:41.2606,-47:46:08.388,G0V,5940.5,8.11,7.54,7.434,63.53,HD123732_harps_all-data_v1.dat,HD123732_harps_all-data_v1.csv
HD123767,14:10:12.3381,-25:24:02.391,F5V,6327.0,7.91,7.43,7.294,131.51,HD123767_harps_all-data_v1.dat,HD123767_harps_all-data_v1.csv
HD12387,02:00:32.1253,-40:43:52.492,G5VFe-0.8CH-0.7,,8.02,7.36,7.202000000000001,35.26,HD12387_harps_all-data_v1.dat,HD12387_harps_all-data_v1.csv
HD123999,14:10:23.9320,+25:05:30.021,F8V,6224.8,5.37,4.83,4.626,35.6,HD123999_harps_all-data_v1.dat,HD123999_harps_all-data_v1.csv
HD124244,14:12:17.1123,+08:24:25.114,G5,5803.0,9.12,8.45,8.309,87.7,HD124244_harps_all-data_v1.dat,HD124244_harps_all-data_v1.csv
HD12438,02:01:14.7226,-30:00:06.585,G8III,5000.0,6.23,5.35,5.061,87.04,HD12438_harps_all-data_v1.dat,HD12438_harps_all-data_v1.csv
HD124523,14:15:14.9761,-42:48:16.757,G8V+G,,10.14,9.46,9.248,80.9,HD124523_harps_all-data_v1.dat,HD124523_harps_all-data_v1.csv
HD124785,14:16:57.3974,-50:16:52.885,F8/G0wF5,5773.6,9.22,8.67,8.509,110.87,HD124785_harps_all-data_v1.dat,HD124785_harps_all-data_v1.csv
HD124900,14:16:20.1637,-04:17:06.732,G8V,5604.0,9.67,8.92,8.753,65.4,HD124900_harps_all-data_v1.dat,HD124900_harps_all-data_v1.csv
HD124931,14:16:30.1610,-03:11:46.683,A0V,9332.5,6.1370000000000005,6.141,6.125,142.0,HD124931_harps_all-data_v1.dat,HD124931_harps_all-data_v1.csv
HD12524,02:01:42.3769,-44:42:48.626,K5IV,3930.0,6.63,5.14,4.4510000000000005,119.13,HD12524_harps_all-data_v1.dat,HD12524_harps_all-data_v1.csv
HD125271,14:26:35.6577,-81:27:11.918,K3+Vk:,4740.6,10.78,9.79,9.356,39.39,HD125271_harps_all-data_v1.dat,HD125271_harps_all-data_v1.csv
HD125522,14:20:08.1440,-11:03:30.289,K3V,4861.0,10.91,10.13,9.729,43.82,HD125522_harps_all-data_v1.dat,HD125522_harps_all-data_v1.csv
HD125612B,14:20:53.5147,-17:28:53.475,M4,5867.0,,,,,HD125612B_harps_all-data_v1.dat,HD125612B_harps_all-data_v1.csv
HD125823,14:23:02.2390,-39:30:42.549,B2V,8868.7,4.24,4.42,4.356,98.72,HD125823_harps_all-data_v1.dat,HD125823_harps_all-data_v1.csv
HD12583,02:02:58.5698,-15:18:21.351,K0II/III,5035.5,6.832999999999999,5.864,5.603,141.29,HD12583_harps_all-data_v1.dat,HD12583_harps_all-data_v1.csv
HD125881,14:24:45.9776,-63:42:23.637,G2V,,7.85,7.25,7.105,36.32,HD125881_harps_all-data_v1.dat,HD125881_harps_all-data_v1.csv
HD12617,02:02:45.0457,-40:57:03.141,K3V,4808.9,10.04,9.0,8.703,32.72,HD12617_harps_all-data_v1.dat,HD12617_harps_all-data_v1.csv
HD126248,14:24:11.3443,+05:49:12.467,A3V,8247.0,5.222,5.093999999999999,5.047,45.86,HD126248_harps_all-data_v1.dat,HD126248_harps_all-data_v1.csv
HD126515,14:25:55.8784,+00:59:33.756,ApEuSrCr,9422.5,7.09,7.07,7.071000000000001,132.13,HD126515_harps_all-data_v1.dat,HD126515_harps_all-data_v1.csv
HD126535,14:26:34.7018,-18:49:12.200,K1V,5263.5,9.75,8.83,8.634,43.69,HD126535_harps_all-data_v1.dat,HD126535_harps_all-data_v1.csv
HD126583,14:25:58.2550,+13:25:59.746,G5,,8.83,,7.856,34.69,HD126583_harps_all-data_v1.dat,HD126583_harps_all-data_v1.csv
HD126661,14:26:27.3652,+19:13:36.847,kA7hA8mF2(III)((Sr)),7735.3,5.6370000000000005,5.394,5.347,97.77,HD126661_harps_all-data_v1.dat,HD126661_harps_all-data_v1.csv
HD126793,14:30:12.6566,-62:51:44.463,G0wF3/5,5940.6,8.76,8.24,8.049,60.87,HD126793_harps_all-data_v1.dat,HD126793_harps_all-data_v1.csv
HD126803,14:29:03.2566,-46:44:28.040,G5V,,9.62,8.94,8.751,50.77,HD126803_harps_all-data_v1.dat,HD126803_harps_all-data_v1.csv
HD126829,14:28:12.2288,-16:06:36.349,K4+Vk:,4643.7,10.92,9.81,9.415,35.19,HD126829_harps_all-data_v1.dat,HD126829_harps_all-data_v1.csv
HD126999,14:30:13.8499,-46:57:01.808,K6V,,11.33,10.13,9.684,35.16,HD126999_harps_all-data_v1.dat,HD126999_harps_all-data_v1.csv
HD127124,14:31:16.0998,-51:22:56.782,K0V,4968.3,10.51,9.53,9.253,47.14,HD127124_harps_all-data_v1.dat,HD127124_harps_all-data_v1.csv
HD127423,14:32:24.5700,-37:49:02.488,G0V,5982.6,9.1,8.53,8.389,68.96,HD127423_harps_all-data_v1.dat,HD127423_harps_all-data_v1.csv
HD128207,14:36:44.1324,-40:12:41.689,B8V,8868.7,5.624,5.736000000000001,5.705,142.78,HD128207_harps_all-data_v1.dat,HD128207_harps_all-data_v1.csv
HD128356,14:37:04.8881,-25:48:09.258,K2.5IV,4908.7,9.3,8.26,7.977,26.17,HD128356_harps_all-data_v1.dat,HD128356_harps_all-data_v1.csv
HD128429,14:36:59.7959,-12:18:19.068,F6V,,6.66,6.2,6.063,26.9,HD128429_harps_all-data_v1.dat,HD128429_harps_all-data_v1.csv
HD128431,14:37:34.0053,-29:22:02.670,G8V,5566.0,9.9,9.14,8.999,53.34,HD128431_harps_all-data_v1.dat,HD128431_harps_all-data_v1.csv
HD128571,14:40:39.1113,-65:25:06.033,F7V,6159.0,8.32,7.82,7.683,58.98,HD128571_harps_all-data_v1.dat,HD128571_harps_all-data_v1.csv
HD128674,14:40:28.2620,-57:01:46.401,G7V,,8.06,7.38,7.202999999999999,25.69,HD128674_harps_all-data_v1.dat,HD128674_harps_all-data_v1.csv
HD128760,14:40:12.6851,-45:32:45.448,F8/G0V,6073.9,8.65,8.12,7.978,62.65,HD128760_harps_all-data_v1.dat,HD128760_harps_all-data_v1.csv
