#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-10-29T05:47:47 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5db7d26d1df0	
#INFO	-out.max=unlimited	
#INFO	queryParameters=11	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/558/A53&tab:{J/A+A/558/A53/notes}&key:source=J/A+A/558/A53/notes&HTTPPRM:&
#-source=J/A+A/558/A53/notes
#-order=I
#-out=MWSC
#-out=Name
#-out=flag
#-out=Type
#-out=n_Type
#-out=Note
#

#RESOURCE=yCat_35580053
#Name: J/A+A/558/A53
#Title: Milky Way global survey of star clusters. II. (Kharchenko+, 2013)
#Table	J_A_A_558_A53_notes:
#Name: J/A+A/558/A53/notes
#Title: Notes to MWSC objects
#Column	MWSC	(A4)	[1/3784] MWSC sequential number	[ucd=meta.record]
#Column	Name	(a17)	NGC, IC or other common designation	[ucd=meta.id]
#Column	flag	(A1)	[&:=-] Flag of confirmation/no confirmation (G5)	[ucd=meta.code.error]
#Column	Type	(A1)	[agmnrs] Object type (G1)	[ucd=src.class]
#Column	n_Type	(A1)	[oc] object/candidate	[ucd=meta.note]
#Column	Note	(a52)	Text of note	[ucd=meta.note]
MWSC	Name	flag	Type	n_Type	Note
1291	NGC_2425         	=	 	 	PMs in center are poor/absent due to crowding.
1292	NGC_2420         	=	 	 	PMs in center are poor/absent due to crowding.
1293	Melotte_72       	=	 	 	
1294	Arp-Madore_2     	=	 	 	
1295	Collinder_467    	&	 	 	Aliases/part Melotte_72.
1296	FSR_1327         	=	 	 	
1297	NGC_2428         	=	 	 	Overlaps with corona of NGC_2430.
1298	NGC_2430         	=	 	 	Sparse; poor; age has been strongly changed compared
1298	NGC_2            	 	 	 	to COCD; overlaps with corona of NGC_2428.
1299	Ruprecht_28      	=	 	 	
1300	ESO_493-03       	=	 	 	Sparse.
1301	Bochum_15        	=	n	o	It contains nebulosity; center shifted to 7.6695h,
1301	Bochu            	 	 	 	-33.540d.
1302	FSR_1152         	=	 	 	Sparse; poor RDP.
1303	NGC_2408         	-	s	o	
1304	DBSB_15          	&	n	o	Nebulosity? Clump/part of Bochum_15.
1305	Haffner_13       	=	 	 	Sparse; poor RDP.
1306	NGC_2439         	=	 	 	
1307	ESO_429-13       	=	 	 	Sparse.
1308	NGC_2451A        	=	 	 	NGC_2451A and NGC_2451B are overlapping each other,
1308	NGC_2            	 	 	 	their CMDs are mutually contaminated.
1309	Ruprecht_151     	=	 	 	Parameters have been strongly changed compared to
1309	Rupre            	 	 	 	COCD.
1310	NGC_2432         	=	 	 	Center is shifted to 7.6817h,-19.085d; parameters
1310	NGC_2            	 	 	 	have been strongly changed compared to COCD;
1310	NGC_2            	 	 	 	PMs in center are poor/absent due to crowding.
1311	Ruprecht_29      	=	r	c	Sparse.
1312	FSR_1211         	=	 	 	
1313	NGC_2437         	=	 	 	M_46.
1314	FSR_1320         	=	 	 	
1315	Ruprecht_30      	=	 	 	
1316	FSR_1145         	=	 	 	
1317	Ruprecht_31      	=	 	 	
1318	FSR_1220         	=	r	c	Sparse.
1319	FSR_1203         	=	 	 	
1320	ESO_368-11       	=	 	 	
1321	FSR_1353         	&	 	 	Coincides with ESO_368-11.
1322	NGC_2451B        	=	 	 	NGC_2451B and NGC_2451A are overlapping each other,
1322	NGC_2            	 	 	 	their CMDs are mutually contaminated; age has been
1322	NGC_2            	 	 	 	strongly changed compared to COCD.
1323	NGC_2448         	=	 	 	Sparse; stars and/or PMs in center are poor/absent
1323	NGC_2            	 	 	 	due to crowding and light pollution from star
1323	NGC_2            	 	 	 	V390_Pup (B2II, K=6.137).
1324	NGC_2447         	=	 	 	M_93; PMs in center are poor/absent due to crowding.
1325	FSR_1176         	=	 	 	
1326	Haffner_14       	=	 	 	
1327	Ruprecht_32      	=	n	o	It contains nebulosity; center is shifted to
1327	Rupre            	 	 	 	7.7555h,-25.545d.
1328	Haffner_15       	=	 	 	
1329	ESO_258-01       	=	r	c	Sparse; poor RDP.
1330	Ruprecht_34      	=	 	 	Sparse.
1331	FSR_1351         	=	 	 	The brighest member is WC5+O7; overlaps with
1331	FSR_1            	 	 	 	FSR_1352.
1332	Ruprecht_33      	=	 	 	Sparse; center is shifted to 7.7655h,-21.920d.
1333	Ruprecht_35      	=	 	 	Sparse.
1334	FSR_1352         	=	 	 	Overlaps with FSR_1351.
1335	FSR_1141         	:	 	 	Shows weak spatial concentration, but neither clear
1335	FSR_1            	 	 	 	MED, nor CMD; probably clump in corona of ASCC_41.
1336	Berkeley_39      	=	 	 	Center is shifted to 7.7805h,-4.680d; PMs in center
1336	Berke            	 	 	 	are poor/absent due to crowding.
1337	ASCC_41          	=	 	 	Sparse.
1338	FSR_1343         	&	 	 	Coincides with ESO_368-14.
1339	ESO_368-14       	=	 	 	
1340	NGC_2453         	=	 	 	PMs in center are poor/absent due to crowding.
1341	FSR_1350         	=	 	 	PMs in center are poor/absent due to crowding.
1342	FSR_1064         	=	 	 	Very sparse; poor RDP.
1343	FSR_1347         	=	 	 	
1344	Ruprecht_36      	=	 	 	
1345	Teutsch_25       	=	 	 	
1346	Haffner_25       	=	 	 	
1347	AH03_J0748-26.9  	-	 	 	No signature of a cluster (even concentration) is
1347	AH03_            	 	 	 	observed; overlaps with FSR_1315.
1348	FSR_1315         	=	 	 	
1349	FSR_1249         	=	 	 	Sparse; center is shifted to 7.8112h,-14.700d.
1350	NGC_2455         	=	 	 	
1351	FSR_1308         	:	 	 	Shows weak spatial concentration, but neither clear
1351	FSR_1            	 	 	 	MED, nor CMD; probably it is absorption hole.
1352	ESO_311-14       	=	 	 	
1353	Ruprecht_37      	=	 	 	Stars and/or PMs in center are poor/absent due to
1353	Rupre            	 	 	 	crowding and light pollution from star 6_Pup
1353	Rupre            	 	 	 	(K3 III, K=2.314).
1354	FSR_1245         	=	 	 	
1355	Haffner_16       	=	 	 	PMs in center are poor/absent due to crowding.
1356	Ruprecht_38      	=	 	 	
1357	Czernik_32       	=	 	 	
1358	FSR_1361         	=	 	 	Sparse.
1359	FSR_1294         	=	 	 	Sparse; poor RDP.
1360	Haffner_17       	=	 	 	PMs in center are poor/absent due to crowding.
1361	NGC_2459         	=	r	o	Sparse.
1362	SAI_81           	=	 	 	Parameters have been strongly changed compared to
1362	SAI_8            	 	 	 	SAI.
1363	NGC_2477         	=	 	 	PMs in center are poor/absent due to crowding;
1363	NGC_2            	 	 	 	parameters have been strongly changed compared to
1363	NGC_2            	 	 	 	COCD.
1364	ESO_123-26       	=	 	 	Distance and age have been strongly changed compared
1364	ESO_1            	 	 	 	to COCD.
1365	FSR_1044         	=	r	o	
1366	SAI_82           	=	 	 	
1367	NGC_2467         	=	n	o	SIMBAD: HII (ionised) region; variable reddening;
1367	NGC_2            	 	 	 	poor RDP; overslaps with NGC_2467.
1368	Ruprecht_39      	=	 	 	Sparse; poor RDP.
1369	Pup_OB1          	:	a	o	Large multicenter association, pipeline is not
1369	Pup_O            	 	 	 	applicable.
1370	NGC_2467-east    	=	n	o	SIMBAD: IR cluster [BDB2003] G243.16+00.49; is seen
1370	NGC_2            	 	 	 	through NGC_2467 and Haffner_18.
1371	Haffner_18       	=	n	o	It is involded with or contains nebulosity; PMs in
1371	Haffn            	 	 	 	center are poor/absent due to crowding; overslaps
1371	Haffn            	 	 	 	with NGC_2467.
1372	Haffner_19       	=	n	o	It is involded with or contains nebulosity; PMs are
1372	Haffn            	 	 	 	poor/absent due to crowding.
1373	ASCC_42          	=	 	 	Alessi-Teutsch_3; center is shifted to 7.8760h,
1373	ASCC_            	 	 	 	-52.995d; age has been strongly changed compared to
1373	ASCC_            	 	 	 	COCD.
1374	ASCC_43          	=	 	 	
1375	FSR_1133         	=	 	 	
1376	FSR_1102         	=	 	 	
1377	FSR_1298         	=	 	 	Sparse; poor RDP.
1378	Ruprecht_41      	=	 	 	
1379	Ruprecht_152     	=	r	o	
1380	NGC_2479         	=	 	 	PMs have been strongly changed compared to COCD.
1381	Waterloo_3       	=	 	 	Sparse; poor RDP; center is shifted to
1381	Water            	 	 	 	7.9178h,-25.372d.
1382	NGC_2482         	=	 	 	Sparse; poor RDP.
1383	NGC_2483         	=	 	 	
1384	Trumpler_9       	=	 	 	
1385	Haffner_20       	=	 	 	
1386	NGC_2489         	=	 	 	PMs in center are poor/absent due to crowding.
1387	Pup_OB2          	:	a	o	Large multicenter association, pipeline is not
1387	Pup_O            	 	 	 	applicable.
1388	Ruprecht_42      	=	 	 	Sparse.
1389	FSR_1479         	=	r	o	Very sparse; poor RDP.
1390	FSR_1221         	=	r	o	Very sparse.
1391	FSR_1342         	=	 	 	
1392	Turner_12        	=	 	 	Sparse; poor RDP.
1393	NGC_2516         	=	 	 	Nearby; sparse; PMs in center are poor/absent due to
1393	NGC_2            	 	 	 	crowding; age has been changed compared to COCD.
1394	Koposov_2        	=	g	o	Poor.
1395	Kronberger_85    	=	 	 	PMs in center are poor/absent due to crowding.
1396	FSR_1514         	=	r	o	Spars; center is shifted to 7.9755h,-66.630.
1397	FSR_1084         	=	 	 	Sparse; poor; overlaps with FSR_1087.
1398	Ruprecht_44      	=	 	 	
1399	FSR_1087         	=	 	 	Sparse; poor; overlaps with FSR_1084.
1400	ESO_494-09       	=	 	 	
1401	Ruprecht_43      	=	 	 	Sparse; poor RDP; center is shifted to 7.9880h,
1401	Rupre            	 	 	 	-28.870d.
1402	ESO_561-05       	=	 	 	
1403	FSR_1336         	=	 	 	Sparse.
1404	Ruprecht_45      	=	 	 	
1405	FSR_1365         	=	 	 	
1406	NGC_2506         	=	 	 	PMs are poor/absent due to crowding.
1407	FSR_1147         	=	 	 	Sparse; poor RDP.
1408	Ruprecht_153     	=	r	c	
1409	FSR_1379         	=	 	 	Sparse; center is shifted to 8.0045h,-40.898d.
1410	NGC_2509         	=	 	 	PMs in center are poor/absent due to crowding.
1411	Haffner_21       	=	 	 	
1412	FSR_1378         	=	 	 	
1413	FSR_1360         	=	 	 	
1414	ASCC_44          	=	 	 	Alessi_34.
1415	ESO_311-21       	=	 	 	
1416	FSR_1339         	=	 	 	
1417	Ruprecht_154     	=	r	o	PMs in center are poor/absent due to crowding.
1418	Ruprecht_46      	=	 	 	PMs in center are poor/absent due to crowding.
1419	Ruprecht_47      	=	 	 	
1420	ESO_430-09       	=	 	 	
1421	Ruprecht_48      	=	r	c	
1422	Collinder_173    	&	a	o	Coincides with Vel_OB2.
1423	Ruprecht_49      	=	 	 	
1424	Ruprecht_50      	=	 	 	
1425	Ruprecht_51      	=	 	 	
1426	ESO_430-14       	=	 	 	Sparse.
1427	FSR_1383         	=	 	 	
1428	NGC_2527         	=	 	 	
1429	Ruprecht_155     	=	 	 	
1430	Ruprecht_52      	=	 	 	Sparse.
1431	ESO_430-18       	=	 	 	Sparse; center is shifted to 8.1175h,-30.835d.
1432	NGC_2533         	=	 	 	PMs in center are poor/absent due to crowding.
1433	vdBergh-Hagen_19 	=	r	c	
1434	Teutsch_50       	=	 	 	Sparse.
1435	SAI_86           	=	 	 	
1436	Vel_OB2          	:	a	o	Large multicenter association, pipeline is not
1436	Vel_O            	 	 	 	applicable.
1437	NGC_2547         	=	 	 	Sparse; center is shifted to 8.1652h,-49.205d.
1438	FSR_1363         	=	 	 	
1439	NGC_2539         	=	 	 	
1440	FSR_1312         	=	 	 	Sparse; center is shifted to 8.1795h,-23.305d.
1441	FSR_1446         	=	 	 	Sparse; overlaps with FSR_1447.
1442	Ruprecht_53      	=	 	 	Sparse; center is shifted to 8.1787h,-26.940d;
1442	Rupre            	 	 	 	parameters have been strongly changed compared to
1442	Rupre            	 	 	 	COCD.
1443	FSR_1380         	=	 	 	
1444	Ruprecht_54      	=	 	 	
1445	FSR_1447         	=	 	 	Sparse; overlaps with FSR_1446.
1446	FSR_1357         	=	 	 	
1447	NGC_2546         	=	 	 	Sparse.
1448	FSR_1335         	=	 	 	
1449	DBSB_13          	=	r	o	Sparse; PMs in center are poor/absent due to
1449	DBSB_            	 	 	 	crowding.
1450	Haffner_22       	=	 	 	
1451	Ruprecht_55      	=	 	 	Center is shifted to 8.2095h,-32.605d.
1452	Ruprecht_56      	=	 	 	Center is shifted to 8.2110h,-40.485d.
1453	SAI_88           	=	 	 	
1454	NGC_2548         	=	 	 	PMs in center are poor/absent due to crowding.
1455	vdBergh-Hagen_23 	=	a	c	B-association; 7 most probable members B-stars.
1456	Ruprecht_58      	=	 	 	
1457	Ruprecht_57      	=	 	 	
1458	BIP_14           	=	n	o	Very sparse; poor RDP.
1459	Haffner_26       	=	 	 	Parameters have been strongly changed compared to
1459	Haffn            	 	 	 	COCD.
1460	ASCC_45          	=	a	c	Probably it is a part of Pup_OB3; center is shifted
1460	ASCC_            	 	 	 	to 8.2605h,-35.640d.
1461	DBSB_16          	:	 	 	Shows weak spatial concentration, but neither clear
1461	DBSB_            	 	 	 	MED, nor CMD.
1462	FSR_1307         	=	r	o	Poor.
1463	ASCC_46          	=	 	 	Center is shifted to 8.2730h,-48.470d.
1464	Pup_OB3          	=	a	o	Center is shifted to 8.2825h,-35.866d.
1465	Pismis_2         	=	 	 	PMs in center are poor/absent due to crowding.
1466	Pismis_1         	=	 	 	
1467	NGC_2567         	=	 	 	
1468	FSR_1419         	=	r	c	
1469	NGC_2571         	=	 	 	
1470	Ivanov_8         	=	 	 	
1471	Moitinho_1       	=	 	 	
1472	Ruprecht_59      	=	r	c	Parameters have been strongly changed compared to
1472	Rupre            	 	 	 	Dias.
1473	Ruprecht_156     	=	 	 	
1474	NGC_2579         	=	n	o	Center is shifted to 8.3455h,-36.197d; it contains
1474	NGC_2            	 	 	 	nebulosity; SIMBAD: This HII (ionised) region was
1474	NGC_2            	 	 	 	also classified as a possible planetary nebula.
1475	DBSB_17          	&	n	o	Coincides with NGC_2579.
1476	NGC_2580         	=	 	 	
1477	AH03_J0822-36.4  	=	 	 	Sparse; poor RDP.
1478	DBSB_18          	:	 	 	Strong and variable reddening; shows weak spatial
1478	DBSB_            	 	 	 	concentration, but neither clear CMD, nor RDP.
1479	FSR_1295         	=	r	o	Sparse.
1480	NGC_2588         	=	 	 	
1481	Collinder_185    	=	 	 	Sparse; poor RDP.
1482	NGC_2587         	=	 	 	
1483	Collinder_187    	=	r	o	Poor RDP.
1484	ESO_312-03       	=	r	o	Sparse.
1485	Ruprecht_60      	=	 	 	PMs in center are poor/absent due to crowding.
1486	FSR_1387         	=	r	o	Sparse.
1487	FSR_1394         	&	 	 	Coincides with ESO_312-03.
1488	Ruprecht_61      	=	r	o	Sparse; PMs in center are poor/absent due to
1488	Rupre            	 	 	 	crowding.
1489	Saurer_2         	=	 	 	
1490	DBSB_20          	:	 	 	Shows weak spatial concentration, but neither clear
1490	DBSB_            	 	 	 	CMD, nor MED.
1491	ESO_312-04       	=	r	o	Sparse.
1492	ESO_370-13       	=	r	o	Small.
1493	SAI_90           	=	 	 	Center is shifted to 8.4682h,-41.770d.
1494	FSR_1390         	=	 	 	
1495	NGC_2609         	=	 	 	
1496	Ruprecht_157     	=	 	 	Sparse.
1497	vdBergh-Hagen_34 	=	 	 	Sparse.
1498	Pismis_3         	=	 	 	Center is shifted to 8.5210h,-38.658d; PMs in center
1498	Pismi            	 	 	 	are poor/absent due to crowding.
1499	ESO_313-03       	=	 	 	
1500	ASCC_47          	=	 	 	Alessi-Teutsch_7; sparse; nearby.
1501	ESO_370-17       	=	r	o	Sparse.
1502	Teutsch_64       	=	r	o	Sparse.
1503	Ruprecht_62      	=	 	 	
1504	Ruprecht_63      	=	 	 	
1505	FSR_1411         	=	 	 	
1506	ASCC_48          	=	 	 	Teutsch_38; sparse; center is shifted to
1506	ASCC_            	 	 	 	8.5775h;-37.630d.
1507	Pismis_4         	=	n	o	Sparse; poor RDP; it is involded with or contains
1507	Pismi            	 	 	 	nebulosity.
1508	DBSB_19          	=	n	o	Sparse; contains nebulosity; PMs are poor/absent due
1508	DBSB_            	 	 	 	to crowding; center is shifted to 8.5910h,-40.625d.
1509	vdBergh-Hagen_37 	=	 	 	PMs in center are poor/absent due to crowding.
1510	FSR_1397         	=	 	 	Overlaps with/part of Ruprecht_64.
1511	SAI_91           	=	 	 	
1512	FSR_1401         	=	 	 	
1513	FSR_1412         	=	 	 	Young; sparse; the most probable member is G1Ib;
1513	FSR_1            	 	 	 	center is shifted to 8.6213h,-44.131d;
1514	NGC_2627         	=	 	 	Age has been strongly changed compared to COCD.
1515	Ruprecht_64      	=	 	 	Center is shifted to 8.6180h,-40.185d.
1516	Pismis_5         	=	 	 	PMs in centercare poor/absent due to crowding.
1517	FSR_1429         	=	r	o	Sparse.
1518	FSR_1406         	=	 	 	
1519	NGC_2635         	=	 	 	PMs in center are poor/absent due to crowding.
1520	Pismis_6         	=	 	 	SIMBAD: coincides with NGC_2645; PMs in center are
1520	Pismi            	 	 	 	poor/absent due to crowding.
1521	FSR_1251         	=	r	o	Sparse.
1522	Ruprecht_65      	=	r	o	Sparse.
1523	FSR_1443         	=	r	c	Sparse; poor RDP.
1524	FSR_1441         	=	 	 	
1525	NGC_2645         	&	 	 	SIMBAD: coincides with Pismis_6.
1526	FSR_1415         	=	 	 	
1527	NGC_2632         	=	 	 	Praesepe, M_44.
1528	Waterloo_6       	=	r	c	
1529	IC_2391          	=	 	 	Nearby; sparse; center is shifted to 8.6710h,
1529	IC_23            	 	 	 	-53.028d.
1530	Ruprecht_66      	=	 	 	Center is shifted to 8.6745h,-38.055d.
1531	FSR_1345         	=	 	 	
1532	Pismis_7         	=	 	 	
1533	Pismis_8         	=	 	 	
1534	Ruprecht_67      	=	 	 	Center is shifted to 8.6960h,-43.395d.
1535	Mamajek_1        	=	m	o	Nearby.
1536	DBSB_21          	=	n	o	SIMBAD: Contains Reflection Nebula PK 260+00 1 and
1536	DBSB_            	 	 	 	Emission-line Star ESO-HA 161.
1537	IC_2395          	=	 	 	Center is shifted to 8.7100h,-48.133d.
1538	NGC_2659         	=	 	 	Sparse.
1539	NGC_2660         	=	 	 	PMs in center are poor/absent due to crowding.
1540	ESO_432-03       	=	 	 	
1541	FSR_1382         	=	 	 	Sparse; center is shifted to 8.7155h,-35.785d.
1542	NGC_2658         	=	 	 	
1543	FSR_1371         	=	r	o	Sparse.
1544	ESO_313-11       	=	 	 	
1545	ESO_313-12       	=	r	o	Sparse.
1546	FSR_1399         	=	 	 	
1547	Ruprecht_68      	=	 	 	
1548	Ruprecht_69      	=	 	 	Sparse; center is shifted to 8.7413h,-47.570d.
1549	SAI_94           	=	 	 	
1550	Bochum_7         	=	 	 	Variable reddening; poor RDP; the brigtest member is
1550	Bochu            	 	 	 	WN8.
1551	Collinder_197    	=	n	o	It is involved in or contains nebulosity; strong
1551	Colli            	 	 	 	and variable reddening; PMs are poor/absent due to
1551	Colli            	 	 	 	crowding.
1552	Collinder_196    	=	 	 	
1553	Collinder_198    	-	 	 	No signature of a cluster (even concentration) is
1553	Colli            	 	 	 	observed.
1554	NGC_2670         	=	 	 	Sparse; center is shifted to 8.7595h,-48.820d.
1555	FSR_1434         	=	 	 	Sparse.
1556	DBSB_25          	:	 	 	Small; shows spatial concentration, but neither
1556	DBSB_            	 	 	 	clear MED, nor CMD; PMs are poor/absent due to
1556	DBSB_            	 	 	 	crowding.
1557	DBSB_24          	:	 	 	Small; shows spatial concentration, but neither
1557	DBSB_            	 	 	 	clear MED, nor CMD; PMs are poor/absent due to
1557	DBSB_            	 	 	 	crowding.
1558	NGC_2671         	=	 	 	Age has been strongly changed compared to Dias.
1559	ESO_260-06       	=	r	o	Sparse.
1560	Vel_OB1          	:	a	o	Very large multicenter association, pipeline is not
1560	Vel_O            	 	 	 	applicable.
1561	NGC_2669         	=	 	 	Nearby; sparse; PMs and age have been strongly
1561	NGC_2            	 	 	 	changed compared to COCD; PMs in center are
1561	NGC_2            	 	 	 	poor/absent due to crowding.
1562	vdBergh-Hagen_52 	&	 	 	Part of NGC_2669.
1563	DBSB_26          	&	 	 	Clump in corona of DBSB_27.
1564	DBSB_27          	=	 	 	Sparse; poor RDP; PMs are poor/absent due to
1564	DBSB_            	 	 	 	crowding.
1565	NGC_2664         	=	 	 	Sparse; poor RDP.
1566	ESO_211-01       	=	 	 	
1567	Trumpler_10      	=	 	 	Sparse; center is shifted to 8.7915h,-42.400d.
1568	FSR_1418         	=	 	 	Sparse.
1569	ASCC_49          	=	 	 	Teutsch_38.
1570	ESO_260-07       	=	r	o	
1571	FSR_1280         	=	r	o	Poor RDP.
1572	DBSB_23          	:	 	 	Small; shows spatial concentration, but neither
1572	DBSB_            	 	 	 	clear MED, nor CMD; PMs are poor/absent due to
1572	DBSB_            	 	 	 	crowding.
1573	Ruprecht_70      	-	 	 	No cluster signature (even concentration) is seen.
1574	Ruprecht_71      	=	 	 	Sparse.
1575	vdBergh-Hagen_54 	=	 	 	
1576	NGC_2666         	-	 	 	No signature of a cluster (even concentration) is
1576	NGC_2            	 	 	 	observed.
1577	NGC_2678         	-	a	o	
1578	Chupina_1        	&	 	 	Clump in corona of NGC_2682.
1579	ASCC_50          	=	 	 	
1580	Alessi_43        	&	 	 	Coincides with ASCC_50.
1581	Chupina_2        	&	 	 	Clump in corona of NGC_2682.
1582	FSR_1424         	=	 	 	Sparse.
1583	DBSB_32          	:	 	 	Small; shows spatial concentration, but neither
1583	DBSB_            	 	 	 	clear MED, nor CMD; PMs are poor/absent due to
1583	DBSB_            	 	 	 	crowding.
1584	FSR_1454         	=	 	 	
1585	NGC_2682         	=	 	 	M_67.
1586	Chupina_3        	&	 	 	Clump in corona of NGC_2682.
1587	ESO_211-03       	=	 	 	
1588	FSR_1463         	&	 	 	Coincides with ESO_211-03.
1589	FSR_1430         	=	 	 	
1590	Chupina_4        	&	 	 	Clump in corona of NGC_2682.
1591	Ruprecht_72      	=	 	 	Overlaps with Ruprecht_158.
1592	Ruprecht_158     	=	 	 	Overlaps with Ruprecht_72.
1593	DBSB_31          	:	 	 	Small; shows spatial concentration, but neither
1593	DBSB_            	 	 	 	clear MED, nor CMD; PMs are poor/absent due to
1593	DBSB_            	 	 	 	crowding.
1594	FSR_1432         	=	 	 	Center is shifted to 8.8822h,-44.185d; PMs in center
1594	FSR_1            	 	 	 	are poor/absent due to crowding.
1595	ESO_371-25       	=	r	o	Sparse; poor RDP.
1596	Chupina_5        	&	 	 	Clump in corona of NGC_2682.
1597	FSR_1452         	=	 	 	Center is shifted to 8.8885h,-47.920d.
1598	DBSB_22          	:	 	 	Small; shows spatial concentration, but neither
1598	DBSB_            	 	 	 	clear MED, nor CMD; PMs are poor/absent due to
1598	DBSB_            	 	 	 	crowding.
1599	FSR_1304         	=	 	 	Very sparse.
1600	vdBergh-Hagen_55 	=	 	 	
1601	FSR_1346         	=	r	o	Sparse.
1602	DBSB_28          	:	 	 	Small; shows spatial concentration, but neither
1602	DBSB_            	 	 	 	clear MED, nor CMD; PMs are poor/absent due to
1602	DBSB_            	 	 	 	crowding.
1603	DBSB_29          	:	 	 	Small; shows spatial concentration, but neither
1603	DBSB_            	 	 	 	clear MED, nor CMD; PMs are poor/absent due to
1603	DBSB_            	 	 	 	crowding.
1604	FSR_1435         	=	 	 	Very strong and variable reddening.
1605	vdBergh-Hagen_56 	=	 	 	Center is shifted to 8.9520h,-43.285d.
