TIC ID,CTOI,Promoted to TOI,MASTER,SG1A,SG1B,SG2,SG3,SG4,SG5,User Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM RA (mas/yr).1,Transit Epoch (BJD),Transit Epoch (BJD) err,Period (days),Period (days) Error,Depth mmag,Depth mmag Error,Depth ppm,Depth ppm Error,Duration (hrs),Duration (hrs) Error,Inclination (deg),Inclination (deg) Error,Impact Param,Impact Param Error,Rad_p/Rad_s,Rad_p/Rad_s Error,a/Rad_s,a/Rad_s Error,Planet Radius (R_Earth),Planet Radius (R_Earth) Error,Mass (M_Earth),Mass (M_Earth) Error,Insolation (Earth Flux),Insolation (Earth Flux) Error,Equilibrium Temp (K),Equilibrium Temp (K) Error,Fitted Stellar Density (g/cm^3),Fitted Stellar Density (g/cm^3) Error,Semi-Major Axis (AU),Semi-Major Axis (AU) Error,Eccentricity,Eccentricity (Error),Arg of Periastron,Arg of Periastron Error,Time of Periastron (BJD),Time of Periastron (BJD) Error,Velocity Semi-amp (m/s),Velocity Semi-amp (m/s) Error,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,CTOI lastmod,User,Group,Tag,Notes
52059926,52059926.01,2530.01,,,,,,,,PC,,12.7296,0.006,16.772687,-68.368103,-19.307000000000002,0.027000000000000003,-11.860999999999999,0.024,2458350.18,0.1,,,9.815864,0.108579,9000.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.581,0.639,4490.0,124.69200000000001,4.54839,0.0972402,0.736866,0.059165800000000004,2020-12-21 11:35:25,brahm,,92645,WINE single transit
52079677,52079677.01,,,,,,,,,PC,,11.9028,0.006,17.304042000000003,-67.918963,7.3229999999999995,0.049,-1.0590000000000002,0.035,2458338.2539,,9.034722,,3677.3807850000003,,966189.804175897,,3.8333333333333304,,,,,,,,,,23.0811482715344,,,,,,,,,,,,,,,,,,,,588.257,9.0225,6001.0,124.324,4.04875,0.080608,1.6493799999999998,0.0803015,2019-05-12 09:25:49,lipponen,,3542,firstBulkUpload
52079677,52079677.02,,,,,,,,,PC,,11.9028,0.006,17.304042000000003,-67.918963,7.3229999999999995,0.049,-1.0590000000000002,0.035,2458333.833,,9.041667,,5022.030889,,990200.86717492,,3.5,,,,,,,,,,12.4258867191573,,,,,,,,,,,,,,,,,,,,588.257,9.0225,6001.0,124.324,4.04875,0.080608,1.6493799999999998,0.0803015,2019-05-12 09:25:49,lipponen,,3542,firstBulkUpload
52169698,52169698.01,,,,,,,,,PC,,10.9438,0.01,99.191314,-30.620995,1.715,0.036000000000000004,2.147,0.046,2458467.9127,0.0016,0.6221899999999999,4e-05,1.219967,,1123.0,,0.054000000000000006,0.004,70.47,5.16,0.8,0.05,0.035,0.004,2.4,0.59,7.25,1.1,,,,,,,0.67,0.46,,,,,,,,,,,461.175,5.165,6434.0,139.518,3.9955,0.08619500000000001,1.89782,0.0829648,2020-08-10 07:20:18,montalto,,29327,"new CTOI, Montalto et al. (2020)"
52449797,52449797.01,,,,,,,,,PC,,10.5946,0.006,100.384647,-30.34553,36.693000000000005,0.04,-61.294,0.052000000000000005,2458466.9049,0.0113,2.44958,0.00095,0.884149,,814.0,,0.133,0.008,82.57,1.64,0.62,0.12,0.027999999999999997,0.002,4.8,0.4,2.76,0.32,,,,,,,0.35,0.18,,,,,,,,,,,178.97,0.899,6041.0,120.39299999999999,4.57756,0.07976339999999998,0.9020950000000001,0.0407664,2020-08-10 07:20:18,montalto,,29326,"new CTOI, Montalto et al. (2020)"
52745699,52745699.01,,,,,,,,,PC,,13.7471,0.04,99.255936,-0.810699,-2.475,0.057999999999999996,1.143,0.057,2458470.620859,,3.165884,,14.718206,,13464.5,,3.3510000000000004,,,,0.42,,0.11604,,,,15.899110573615644,,,,,,,,,,,,,,,,,,,,951.289,32.982,6463.47,24.38,4.35821,,1.2547700000000002,,2021-02-08 16:07:01,olmschenk,,93956,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.
53287554,53287554.01,5172.01,,,,,,,,PC,,10.648,0.006,192.989892,-0.49903800000000004,12.446,0.10400000000000001,-37.564,0.08900000000000001,2459556.891392,0.003235,4.723642,0.002679,1.726716,0.076981,1589.1,70.9,2.7060000000000004,0.20600000000000002,,,0.149,0.149,,,,,2.81,0.18,,,91.63,,788.0,,,,0.04997,,,,,,,,,,84.1815,0.38335,4570.0,118.117,4.59581,0.09317719999999999,0.707615,0.0515578,2022-01-29 11:49:18,spencer,,107628,Possible multi-planet system
53287554,53287554.02,,,,,,,,,PC,,10.648,0.006,192.989892,-0.49903800000000004,12.446,0.10400000000000001,-37.564,0.08900000000000001,2459563.5493759997,,135.38,,2.348815,0.045602,2161.0,42.0,7.75,0.25,,,,,,,,,3.665,0.105,,,1.04,,258.0,,,,0.46797,,,,,,,,,,84.1815,0.38335,4570.0,118.117,4.59581,0.09317719999999999,0.707615,0.0515578,2022-01-29 11:52:47,spencer,,107628,Possible multi; single transit; minimum possible period is based on transit duration; could be in the HZ
53309262,53309262.01,,,,,,,,,PC,,14.128,0.006999999999999999,116.97548300000001,57.698454000000005,26.247,0.094,-26.644000000000002,0.078,2458863.1,0.1,0.0,,21.934811,5.442298,20000.0,5000.0,6.5,2.0,,,,,,,,,5.0,1.0,,,,,,,,,,,,,,,,,,,122.694,1.05,3373.0,157.0,4.829219999999999,0.00369224,0.39721100000000004,0.012198,2020-05-15 07:01:20,eisner,,19127,PHT candidate. Single Transit event.
53461742,53461742.01,,,,,,,,,PC,,13.2956,0.009000000000000001,102.891692,-26.992631,-4.987,0.022000000000000002,-2.903,0.027999999999999997,2458470.7227270002,,4.411809,,5.645606,,5186.3,,2.8611,,,,0.002,,0.07202,,,,13.291541860947616,,,,,,,,,,,,,,,,,,,,1305.98,29.985,6627.0,122.0,4.12522,,1.69018,,2021-02-08 16:07:01,olmschenk,,93957,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.
53682439,53682439.01,,4.0,4.0,3.0,4.0,4.0,4.0,4.0,PC,PC,15.3426,0.006999999999999999,103.310506,-27.179130999999998,-1.6569999999999998,0.069,4.581,0.081,2458492.0882824035,0.0013689692132174967,0.6413456209562327,6.495969016478975e-05,55.401545999999996,28.653385999999998,49746.710746377306,26045.551547798485,1.249975883663664,0.2658076361278069,81.13600234310084,7.186897209807711,0.642938838109815,0.534483478812983,0.22303970665865147,0.08257267907627833,4.172500915475819,0.8767694030437032,19.473929083644226,5.842178725093268,,,,,,,,,,,,,,,,,,,489.416,12.177999999999999,3725.0,122.0,4.379569999999999,,0.800462,,2019-10-05 04:24:56,bouma,tfopwg,5722,"Zari+18 pre-MS dwarf, w/ cand close-in giant planet (else EB). ~4% amplitude spot signal. (CDIPS; Bouma+19)"
53840258,53840258.01,,,,,,,,,PC,,13.2445,0.006999999999999999,327.46552,-24.566755,17.480999999999998,0.044000000000000004,12.753,0.044000000000000004,2458325.595202,,0.643908,,18.486985,,16883.0,,1.479024,,,,,,,,,,10.15,,,,,,,,,,,,,,,,,,,,359.332,4.127,5202.0,123.0,4.67344,,0.7170340000000001,,2022-08-25 23:17:25,tkaye,,418652,manual ELEANOR search Tom Kaye
53843023,53843023.01,,,,,,,,,PC,,10.3852,0.006,327.638875,-26.556511999999998,9.312000000000001,0.073,-13.399000000000001,0.07,2458328.04,0.01,0.0,0.0,2.1736470000000003,0.543004,2000.0,500.0,3.8,1.0,,,,,,,,,3.7,2.0,,,,,,,,,,,,,,,,,,,92.1219,0.4299,4713.0,125.814,4.490530000000001,0.094358,0.815268,0.0598116,2020-05-22 04:08:42,eisner,,19233,PHT candidate. Single transit event.
53952541,53952541.01,,,,,,,,,PC,,12.546,0.006999999999999999,328.895325,-28.050963,-168.108,0.091,-70.27199999999999,0.086,2458346.3097,0.0062,,,6.105837,0.888126,5607.9,817.66,2.0,1.2,,,,,,,,,1.83,0.13,,,,,,,,,,,,,,,,,,,27.4319,0.0497,3223.0,157.0,5.02416,0.0190608,0.223759,0.00678708,2021-06-16 09:18:55,steuer,,97770,Found with our in-house single transit finder
53993965,53993965.01,,,,,,,,,PC,,11.1085,0.009000000000000001,331.501373,-26.884271000000002,2.276,0.077,-12.662,0.075,2458325.46,0.0013,0.57685,5e-05,2.612164,,2403.0,,0.053,0.005,67.59,5.36,0.84,0.04,0.052000000000000005,0.005,2.19,0.51,10.65,1.5,,,,,,,0.6,0.36,,,,,,,,,,,457.82800000000003,10.0095,6011.0,129.81799999999998,3.93678,0.0795299,1.87632,0.0960981,2020-08-10 07:20:18,montalto,,29431,"new CTOI, Montalto et al. (2020)"
54256015,54256015.01,,,,,,,,,PC,,10.3404,0.006,161.311391,-33.554627,-34.4,2.0,-6.6,2.0,2459281.05967,0.0008,4.90413,0.00022999999999999998,18.763116,0.239431,17133.0,220.5,3.7245,,,,,,,,,,21.62,,,,,,,,,,,,,,,,,,,,,,6454.0,198.0,,,1.4551100000000001,1.4551100000000001,2021-05-13 05:15:11,gsun,,96993,newCTOI
55404385,55404385.01,,,,,,,,,PC,,6.6081,0.006,78.013178,-65.17545600000001,40.091,0.046,58.908,0.059000000000000004,2458326.8029,,2.95,,2541.134889,,903717.7913062441,,3.2666666666666697,,,,,,,,,,63.696266318294,,,,,,,,,,,,,,,,,,,,61.8944,0.08765,6562.0,116.523,4.1170599999999995,0.0858952,1.6876200000000001,0.0693668,2019-06-06 03:40:31,lipponen,,3787,sector1
55404385,55404385.02,,,,,,,,,PC,,6.6081,0.006,78.013178,-65.17545600000001,40.091,0.046,58.908,0.059000000000000004,2458328.2751,,2.951389,,3622.949497,,964451.588308822,,3.03333333333333,,,,,,,,,,38.7035725369134,,,,,,,,,,,,,,,,,,,,61.8944,0.08765,6562.0,116.523,4.1170599999999995,0.0858952,1.6876200000000001,0.0693668,2019-06-06 03:40:31,lipponen,,3787,sector1
55441086,55441086.01,,,,,,,,,PC,,12.1225,0.006,58.645166,-11.822559,-11.825,0.064,-29.214000000000002,0.055999999999999994,2458441.22,,4.16,,0.008273,,7.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.954,2.7595,5190.0,124.867,4.54787,0.0805307,0.827158,0.04758540000000001,2021-02-15 11:28:48,chiarello,,94413,All data obtained using the lightkurve framework
55446876,55446876.01,,,,,,,,,PC,,10.9951,0.006,98.132039,60.438545999999995,23.612,0.044000000000000004,46.56,0.043,2458846.71,,5.59,,0.0133,,12.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.247,1.1395,5702.0,125.22399999999999,4.6305,0.0754771,0.807661,0.0386935,2021-02-15 12:41:53,chiarello,,94416,All data obtained using the lightkurve framework
55454149,55454149.01,,,,,,,,,PC,,9.1245,0.006,70.852451,-63.16279399999999,27.15,0.039,33.347,0.047,2458539.8394,0.0014,,,0.421597,0.011193999999999999,388.23,10.31,16.33,2.43,,,,,,,,,4.71,0.06,,,,,,,,,,,,,,,,,,,145.577,0.4705,5754.0,132.346,4.05548,0.0808316,1.57657,0.07602010000000001,2021-04-14 02:46:20,steuer,,96283,Found with our in-house single transit finder
55497281,55497281.01,,,,,,,,,PC,,7.1979999999999995,0.006,71.718168,-60.602964,49.528,0.065,130.922,0.084,2458330.8973,,14.902779999999998,,1276.02923,,691263.264402461,,8.33333333333333,,,,,,,,,,97.24955077836358,,,,,,,,,,,,,,,,,,,,65.9713,0.1256,6135.0,125.015,4.13736,0.0808893,1.5225799999999998,0.0687437,2019-05-12 09:25:49,lipponen,,3542,firstBulkUpload
55524055,55524055.01,,,,,,,,,PC,,11.8378,0.006,72.053545,-63.69539399999999,32.841,0.047,27.794,0.057999999999999996,2458325.3863,,2.6486110000000003,,1941.4380079999999,,832727.40401457,,1.9333333333333302,,,,,,,,,,35.357360745518896,,,,,,,,,,,,,,,,,,,,186.412,0.9245,4978.42,136.607,4.60755,0.0954136,0.74502,0.052329099999999996,2019-06-06 03:40:31,lipponen,,3787,sector1
55524055,55524055.02,,,,,,,,,PC,,11.8378,0.006,72.053545,-63.69539399999999,32.841,0.047,27.794,0.057999999999999996,2458326.7141,,2.6486110000000003,,3211.807296,,948086.8858992971,,2.0,,,,,,,,,,19.6972674534673,,,,,,,,,,,,,,,,,,,,186.412,0.9245,4978.42,136.607,4.60755,0.0954136,0.74502,0.052329099999999996,2019-06-06 03:40:31,lipponen,,3787,sector1
55525572,55525572.01,813.01,,,,,,,,PC,,9.8467,0.006,72.69400999999999,-60.905460999999995,-3.733,0.047,-2.7889999999999997,0.054000000000000006,2458454.675,0.01,83.8889,0.01,1.133014,0.003257,1043.0,3.0,14.0,,89.5,0.5,0.39,0.27,0.0323,0.0016,45.0,8.0,,,,,,,,,,,,,,,,,,,,,263.145,1.569,5823.7,122.925,3.83849,0.0747553,2.04354,0.09841210000000002,2019-05-15 01:53:06,aigrain,,3561,Planethunters-TESS candidate
55659311,55659311.01,,,,,,,,,PC,,9.7909,0.006,74.11749300000001,-64.487392,16.7,3.0,32.2,2.8,2458333.2503,,,,1723.701789,,795581.929624859,,11.666666666666698,,,,,,,,,,69.1666758509751,,,,,,,,,,,,,,,,,,,,224.174,,6351.0,,,,1.40249,,2019-05-25 09:17:28,lipponen,,3787,sector1
55659311,55659311.02,,,,,,,,,PC,,9.7909,0.006,74.11749300000001,-64.487392,16.7,3.0,32.2,2.8,2458347.4712,,,,2457.4673,,896004.8513253779,,10.0333333333333,,,,,,,,,,49.3337128741899,,,,,,,,,,,,,,,,,,,,224.174,,6351.0,,,,1.40249,,2019-05-25 09:17:28,lipponen,,3787,sector1
55849732,55849732.01,,,,,,,,,PC,,13.5803,0.006,75.745949,-59.970953,-1.3969999999999998,0.032,4.742,0.038,2458327.282137,,5.370799,,12.406203,,11361.5,,3.1861,,,,0.773,,0.10765,,,,11.478518896666193,,,,,,,,,,,,,,,,,,,,733.926,9.158999999999999,5878.0,122.0,4.47546,,0.986176,,2021-02-08 16:07:01,olmschenk,,93958,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.
56096837,56096837.01,2700.01,,,,,,,,PC,,12.0698,0.009000000000000001,70.127698,-9.890482,11.790999999999999,0.054000000000000006,-6.94,0.049,2458441.051841,,4.664001,,11.101321,,10172.6,,2.8572,,,,0.501,,0.09225,,,,13.072422420476757,,,,,,,,,,,,,,,,,,,,404.662,5.5845,5720.0,129.94899999999998,4.31595,0.0754215,1.16241,0.056095500000000006,2021-02-08 16:07:01,olmschenk,,93959,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.
56099207,56099207.01,,,,,,,,,PC,,9.0061,0.006,70.327611,-6.524007,-11.24,0.05,-72.013,0.048,2459191.0919999997,0.003,,,1.16236,0.010856999999999999,1070.0,10.0,4.4639999999999995,3.0,,,,,,,,,3.563,0.11699999999999999,,,,,,,,,,,,,,,,,,,92.6068,0.2941,5900.0,123.21,4.47043,0.0749595,0.996574,0.046537699999999994,2021-02-04 07:41:48,steuer,,93815,Found with our in-house single transit finder; Sector 32
58843267,58843267.01,,,,,,,,,PC,,11.0606,0.006999999999999999,19.586448,15.89291,-91.18299999999999,0.091,-71.71,0.078,2459496.472,0.019,,,3.251214,0.20630900000000002,2990.0,190.0,4.2,2.8569999999999998,,,,,,,,,3.34,0.10400000000000001,,,,,,,,,,,,,,,,,,,53.0654,0.13925,3719.0,157.0,4.6866,0.00974143,0.5585180000000001,0.0164723,2021-11-24 09:07:57,vogl,,102295,Found with our in-house single transit finder; Sector 43
58946313,58946313.01,,,,,,,,,PC,,11.3559,0.006999999999999999,104.703283,19.192954,3.39,0.064,-14.148,0.055999999999999994,2459533.1319999998,0.015,,,7.878388,0.249748,7230.0,230.0,3.0,0.8059999999999999,,,,,,,,,24.648000000000003,0.397,,,,,,,,,,,,,,,,,,,764.195,19.792,6186.17,138.528,3.66269,0.0877981,2.65235,0.151317,2022-01-17 14:12:22,vogl,,107305,Found with our in-house single transit finder; Sector 45
59183645,59183645.01,,,,,,,,,PC,,10.5419,0.009000000000000001,240.04600499999998,-41.708771,-7.26,0.098,-9.657,0.065,2458629.75,0.25,4.545,0.001,1.086279,0.271468,1000.0,250.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.562,21.7565,7042.0,139.18,3.32701,0.0900982,4.47398,0.220115,2021-04-06 09:46:26,grunblatt,,95907,"potential planet candidate around evolved star, short duration, crowded field, possible BEB"
59490344,59490344.01,,,,,,,,,PC,,8.3323,0.006,108.993831,18.691658,14.079,0.064,-99.304,0.053,2459509.79833,0.002,,,1.412375,0.217169,1300.0,200.0,6.8,0.2,,,,,,,,,3.3,0.5,,,,,,,,,,,,,,,,,,,46.2206,0.07965,5235.0,132.381,4.5339,0.0869336,0.844852,0.050432199999999996,2021-12-28 03:26:50,eisner,,103925,PHT candidate. Single transit event.
59859387,59859387.01,1881.01,,,,,,,,PC,,10.2761,0.006,110.369675,-45.567737,-9.997,0.042,11.584000000000001,0.048,2458492.61762789,0.003662206698209047,1.1203692090387507,0.0003644502502682112,1.499692,0.11555399999999999,1380.3142476628366,106.42372685993868,1.7759963361283315,0.4783491759601486,83.95835150538771,6.241174691578492,0.4739456001204265,0.4980215025295313,0.03715258063261335,0.002025510413016879,4.502988028869415,0.9545794034858104,5.976053955550514,0.40878742579249583,,,,,,,,,,,,,,,,,,,294.281,2.1790000000000003,6778.0,134.572,4.26205,0.09034489999999999,1.4746700000000001,0.060924599999999995,2019-09-18 09:12:28,bouma,tfopwg,5723,Cand super neptune in Alessi 3 OC (CG18).  (CDIPS; Bouma+19)
59942318,59942318.01,,,,,,,,,PC,,11.7347,0.006999999999999999,105.822328,12.433398,-139.28799999999998,0.10099999999999999,-190.74200000000002,0.08,2459220.4718,0.0028,,,13.571494,0.252083,12422.01,232.15,1.73,0.21,,,,,,,,,6.99,0.06,,,,,,,,,,,,,,,,,,,79.2056,0.3253,3927.0,157.0,4.6737,0.010115299999999999,0.573562,0.016920400000000002,2021-02-15 04:50:07,steuer,,94386,Found with our in-house single transit finder
60111182,60111182.01,,,,,,,,,PC,,11.3291,0.006,333.786131,-30.527009000000003,65.751,0.221,-36.887,0.139,2458325.63,,0.37,,0.009913,,9.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.197,3.7680000000000002,5262.0,123.545,4.80615,0.08707639999999998,0.621325,0.03907530000000001,2021-02-01 10:37:50,chiarello,,93764,All data obtained with the LightKurve framework
60369879,60369879.01,,,,,,,,,PC,,10.6097,0.006,333.897626,-31.781231,8.121,0.087,-19.574,0.10400000000000001,2458326.9662,0.0215,,,1.6124180000000001,0.10669000000000001,1483.99,98.26,5.87,6.88,,,,,,,,,9.28,0.3,,,,,,,,,,,,,,,,,,,353.466,6.147,5361.0,127.961,3.7200900000000003,0.0824803,2.2041,0.12744,2021-06-16 09:18:55,steuer,,97771,Found with our in-house single transit finder
60958874,60958874.01,,,,,,,,,PC,,11.3895,0.006999999999999999,29.133540000000004,18.776457999999998,26.203000000000003,0.08800000000000001,-6.279,0.071,2459479.641,0.02,,,6.534039,1.086279,6000.0,1000.0,6.5,0.5,,,,,,,,,10.3,0.5,,,,,,,,,,,,,,,,,,,330.67199999999997,3.965,6039.73,100.961,4.3175300000000005,0.0736215,1.21584,0.0514221,2021-11-20 00:58:35,gsun,,102194,"newCTOI, single transit"
61126715,61126715.01,,,,,,,,,PC,,10.886,0.006,154.76063200000002,16.718563,-61.403999999999996,0.085,-105.555,0.08900000000000001,2459570.191,0.045,,,2.195405,0.32577,2020.0,300.0,12.934000000000001,5.358,,,,,,,,,4.156000000000001,0.298,,,,,,,,,,,,,,,,,,,100.26299999999999,0.5464,4377.63,95.5997,4.41809,0.08541389999999999,0.8462860000000001,0.056105499999999996,2022-02-06 07:28:42,vogl,,107756,Found with our in-house single transit finder; Sector 46
61710042,61710042.01,,,,,,,,,PC,,11.1366,0.006999999999999999,335.342525,-31.948475,9.134,0.055,36.143,0.054000000000000006,2458324.5314,0.002,1.88835,0.00022999999999999998,6.744871000000001,,6193.0,,0.057,0.006999999999999999,80.01,1.83,0.96,0.11,0.09699999999999999,0.11900000000000001,5.56,1.19,14.2,18.14,,,,,,,0.91,0.6,,,,,,,,,,,347.74699999999996,4.3385,6126.0,131.773,4.24731,0.0855127,1.34155,0.0653744,2020-08-10 07:20:18,montalto,,29438,"new CTOI, Montalto et al. (2020)"
62618413,62618413.01,,,,,,,,,PC,,10.2913,0.006,270.10843900000003,-42.557641,-5.315,0.08800000000000001,-30.916999999999998,0.07,2458654.15,,7.02,,0.052203,,48.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.52900000000002,1.459,5903.0,129.609,4.4202900000000005,0.07642560000000001,1.05579,0.0495603,2021-02-11 10:50:32,chiarello,,94189,All data obtained using the LightKurve framework
62632191,62632191.01,,,,,,,,,PC,,14.7437,0.008,142.549646,-2.8979880000000002,68.079,0.063,-29.355,0.065,2459259.0203,0.016,,,48.268324,31.711569,43483.05,28785.02,6.07,5.52,,,,,,,,,15.79,4.57,,,,,,,,,,,,,,,,,,,958.8860000000001,45.287,6228.0,123.0,4.836040000000001,,0.692792,,2021-05-04 04:30:30,steuer,,96868,Found with our in-house single transit finder
63013648,63013648.01,5547.01,,,,,,,,PC,,10.8481,0.006,117.59123600000001,22.281551999999998,-16.246,0.09,-3.323,0.044000000000000004,,,2459516.534,0.001,9.268203999999999,1.086279,8500.0,1000.0,3.1,0.2,,,,,,,,,10.3,1.5,,,,,,,,,,,,,,,,,,,193.90099999999998,1.9525,5509.85,120.26299999999999,4.39122,0.07955989999999999,1.03786,0.0538694,2022-01-12 11:53:10,eisner,,107178,PHT candidate. Single transit event. Note: high impact parameter but consists with <1.
63452790,63452790.01,4434.01,,,,,,,,PC,,13.814,0.006,292.855719,46.391188,-2.0069999999999997,0.040999999999999995,3.755,0.045,2458684.144416277,,2.6857405655726967,,1.477303,,1359.7211750699216,,2.1828225892286746,,,,0.002480438559499566,,0.036874397284158034,,,,,,,,,,,,,,,,,,,,,,,,758.753,12.76,5616.02,121.76100000000001,4.4174,,1.01895,,2020-07-14 13:40:48,wilson,,28551,Kepler confirmed planet KOI-183.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep)
63698669,63698669.01,1892.01,,,,,,,,PC,,9.9312,0.006,5.165323,-33.984476,67.063,0.062,-13.027000000000001,0.047,2458364.61,0.05,0.0,,1.086279,0.543004,1000.0,500.0,7.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.4697,0.375,5431.0,124.824,4.61475,0.08043960000000001,0.795285,0.042407099999999996,2020-01-16 02:17:22,eisner,,15800,Planethunters-TESS candidate. Single Transit
63889661,63889661.01,,,,,,,,,PC,,13.7721,0.006999999999999999,106.04368400000001,-23.897979,-4.195,0.03,5.246,0.047,2458493.416044,,2.97106,,6.71603,,6166.6,,3.0314,,,,0.001,,0.07606,,,,15.895048953339813,,,,,,,,,,,,,,,,,,,,1595.86,72.21,6185.0,122.0,3.9739,,1.8536400000000002,,2021-02-08 16:07:01,olmschenk,,93960,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.
64070344,64070344.01,,,,,,,,,PC,,12.0156,0.006999999999999999,38.956731,-23.796749,15.515,0.153,1.536,0.115,2458412.4217,0.0012,2.73716,0.00021,8.300616,,7616.0,,0.075,0.004,81.85,0.8,0.92,0.02,0.077,0.009000000000000001,6.51,0.66,13.95,2.48,,,,,,,0.7,0.25,,,,,,,,,,,686.842,22.46,6432.0,122.024,4.11178,0.0906062,1.66002,0.0916206,2020-08-10 07:20:18,montalto,,29416,"new CTOI, Montalto et al. (2020)"
64549889,64549889.01,,,,,,,,,PC,,11.4887,0.008,107.00689799999999,-24.141984,-1.442,0.040999999999999995,-0.147,0.053,2459251.6878,0.016,,,4.296039,0.26248699999999997,3948.98,241.73,3.67,1.96,,,,,,,,,23.77,0.72,,,,,,,,,,,,,,,,,,,1620.72,85.09,8683.0,138.08700000000002,3.69601,0.0814283,3.46145,0.19553099999999998,2021-03-26 06:37:06,steuer,,95662,Found with our in-house single transit finder
65166582,65166582.01,,,,,,,,,PC,,15.7368,0.009000000000000001,53.200318,44.950255,3.409,0.126,-7.022,0.107,2458790.97810905,0.00353366,2.09860426,0.00053187,78.465789,40.641184,69720.0,36740.0,2.25,0.192,,,0.418,0.262,0.25458000000000003,0.03759,8.34,1.1,22.5,5.93,,,,,,,,,,,,,,,,,,,950.074,62.122,5008.0,125.0,4.5257,,0.823614,,2022-02-19 11:17:05,bouma,tfopwg,108227,"Qual:B,NotCM?,4.8e+08yr,OffTarget?. Wrn: mean(R)=1.054. Rp=(0.94-2.95)Rj. b=0.03-0.90 (3-97HDI)."
65450588,65450588.01,,,,,,,,,PC,,11.1129,0.006999999999999999,42.133497,-24.730141,43.138000000000005,0.109,36.665,0.11800000000000001,2458413.0945,0.0005,0.64872,2e-05,8.936456,,8197.0,,0.062,0.002,79.67,1.83,0.56,0.04,0.081,0.005,3.11,0.14,10.0,1.17,,,,,,,1.35,0.2,,,,,,,,,,,274.447,4.7515,5955.0,129.37,4.368609999999999,0.08044960000000001,1.13095,0.058251300000000006,2020-08-10 07:20:18,montalto,,29429,"new CTOI, Montalto et al. (2020)"
65557265,65557265.01,,,,,,,,,PC,,14.0893,0.011000000000000001,359.135935,57.047478000000005,-1.089,0.037000000000000005,-1.8630000000000002,0.035,2458785.33911,0.03669,1.68285,0.05467999999999999,14.094920000000002,,12898.0,,2.4,1.5,79.8,2.2,0.746,0.166,0.114,0.11599999999999999,,,15.9,25.1,,,,,,,,,0.0318,0.0009,,,,,,,,,2060.16,109.635,6681.0,39.56,3.9535400000000003,,2.0743,,2021-09-07 08:21:56,nardiello,,99701,"new CTOI likely member of NGC 7789, PATHOS-49 in Nardiello et al. (2021)"
66296167,66296167.01,,,,,,,,,PC,,13.7471,0.028999999999999998,72.096663,62.06265,5.903,0.038,3.4160000000000004,0.039,2458819.491267,,3.412406,,16.590542000000003,,15164.3,,2.9857,,,,0.64,,0.12314000000000001,,,,13.661056324186205,,,,,,,,,,,,,,,,,,,,653.446,14.927,5845.0,122.0,4.44554,,1.0159200000000002,,2021-02-08 16:07:01,olmschenk,,93961,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.
66323870,66323870.01,,,,,,,,,PC,,10.5981,0.006,72.765823,60.000374,11.067,0.053,9.58,0.054000000000000006,2458818.67,,3.17,,0.370647,,341.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.08700000000002,1.83,6053.11,147.74,4.39347,0.08816260000000001,1.11753,0.061,2021-07-03 14:43:25,chiarello,,98211,"Camera 2, CCD 4, Column 88, Row1265, Sector 19, possible binary system"
66439165,66439165.01,,,,,,,,,PC,,15.5221,0.008,355.253244,-22.288894,63.101000000000006,0.245,-20.250999999999998,0.179,2458354.276284,,0.391516,,52.339526,,47063.0,,1.3104959999999999,,,,,,,,,,,,10.66,,,,,,,,,,,,,,,,,,274.54400000000004,12.662,3376.0,157.0,4.780530000000001,0.014164099999999999,0.451111,0.0205817,2022-08-25 23:25:58,tkaye,,418654,manual ELEANOR search Tom Kaye
66439168,66439168.01,,,,,,,,,PC,,11.2553,0.006999999999999999,355.257287,-22.260196,-15.09,0.08900000000000001,-9.613999999999999,0.076,2458361.5074569997,,9.424723,,2.410838,,2218.0,,8.365967999999999,,,,,,,,,,9.71,,,,,,,,,,,,,,,,,,,,530.366,18.7315,6211.0,128.058,3.9632300000000003,0.0911928,1.8923900000000002,0.105075,2022-08-25 23:29:54,tkaye,,418655,manual ELEANOR search Tom Kaye
